Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change,Month,Day,Year
The Phantom of the Opera,2019/2/10,1405408,-222,9584,861,90062,-30,53320,40,113143,239,Current,Musical,0.0,2,10,2019.0
The Phantom of the Opera,2019/2/3,1405630,-296,8723,-10356,90092,-32,53280,36,112904,535,Current,Musical,0.0002,2,3,2019.0
The Phantom of the Opera,2019/1/27,1405926,-149,19079,12240,90124,-16,53244,134,112369,617,Current,Musical,0.0004,1,27,2019.0
The Phantom of the Opera,2019/1/20,1406075,-236,6839,1959,90140,-22,53110,45,111752,344,Current,Musical,0.0001,1,20,2019.0
The Phantom of the Opera,2019/1/13,1406311,-300,4880,2191,90162,-34,53065,50,111408,271,Current,Musical,0.0,1,13,2019.0
The Phantom of the Opera,2019/1/6,1406611,-134,2689,-1736,90196,-16,53015,12,111137,156,Current,Musical,0.0,1,6,2019.0
The Phantom of the Opera,2018/12/30,1406745,-917,4425,-2881,90212,-100,53003,92,110981,1309,Current,Musical,0.0003,12,30,2018.0
The Phantom of the Opera,2018/12/10,1407662,-256,7306,4471,90312,-17,52911,55,109672,434,Current,Musical,0.0001,12,10,2018.0
The Phantom of the Opera,2018/12/3,1407918,-434,2835,-2746,90329,-10,52856,36,109238,853,Current,Musical,0.0003,12,3,2018.0
The Phantom of the Opera,2018/11/26,1408352,-182,5581,-389,90339,-37,52820,47,108385,898,Current,Musical,0.0005,11,26,2018.0
The Phantom of the Opera,2018/11/18,1408534,-312,5970,1185,90376,-22,52773,48,107487,756,Current,Musical,0.0003,11,18,2018.0
The Phantom of the Opera,2018/11/12,1408846,-388,4785,-669,90398,-31,52725,-207,106731,381,Current,Musical,-0.0001,11,12,2018.0
The Phantom of the Opera,2018/11/4,1409234,-89,5454,1319,90429,-9,52932,77,106350,260,Current,Musical,0.0002,11,4,2018.0
The Phantom of the Opera,2018/10/28,1409323,-36,4135,1788,90438,-2,52855,12,106090,68,Current,Musical,0.0,10,28,2018.0
The Phantom of the Opera,2018/10/21,1409359,-229,2347,-2812,90440,-24,52843,61,106022,-71,Current,Musical,-0.0002,10,21,2018.0
The Phantom of the Opera,2018/10/14,1409588,-113,5159,1002,90464,-20,52782,180,106093,170,Current,Musical,0.0002,10,14,2018.0
The Phantom of the Opera,2018/10/7,1409701,-311,4157,-2185,90484,-18,52602,109,105923,238,Current,Musical,0.0,10,7,2018.0
The Phantom of the Opera,2018/9/30,1410012,-1832,6342,925,90502,-242,52493,318,105685,2643,Current,Musical,0.0007000000000000001,9,30,2018.0
The Phantom of the Opera,2018/7/30,1411844,-2,5417,120,90744,0,52175,1,103042,320,Current,Musical,0.0002,7,30,2018.0
The Phantom of the Opera,2018/7/23,1411846,-283,5297,-66,90744,-36,52174,7,102722,297,Current,Musical,0.0,7,23,2018.0
The Phantom of the Opera,2018/7/16,1412129,-307,5363,-2564,90780,-49,52167,-596,102425,265,Current,Musical,-0.0004,7,16,2018.0
The Phantom of the Opera,2018/7/9,1412436,-413,7927,3233,90829,-28,52763,399,102160,194,Current,Musical,0.0001,7,9,2018.0
The Phantom of the Opera,2018/7/2,1412849,-320,4694,-5550,90857,-29,52364,24,101966,383,Current,Musical,0.0001,7,2,2018.0
The Phantom of the Opera,2018/6/25,1413169,-70,10244,10244,90886,90886,52340,35,101583,357,Current,Musical,0.0002,6,25,2018.0
The Phantom of the Opera,2018/6/18,1413239,-114,0,-11042,90920.0,-90954,52305,54,101226,940,Current,Musical,0.0006,6,18,2018.0
The Phantom of the Opera,2018/6/11,1413353,24,11042,954,90954,-23,52251,78,100286,538,Current,Musical,0.0004,6,11,2018.0
The Phantom of the Opera,2018/6/4,1413329,37,10088,-19091,90977,-20,52173,28,99748,423,Current,Musical,0.0003,6,4,2018.0
The Phantom of the Opera,2018/5/28,1413292,75,29179,23306,90997,-18,52145,40,99325,672,Current,Musical,0.0005,5,28,2018.0
The Phantom of the Opera,2018/5/21,1413217,-169,5873,357,91015,-34,52105,27,98653,395,Current,Musical,0.0002,5,21,2018.0
The Phantom of the Opera,2018/5/14,1413386,-388,5516,-52920,91049,-23,52078,65,98258,354,Current,Musical,0.0,5,14,2018.0
The Phantom of the Opera,2018/5/7,1413774,2642,58436,40032,91072,-18,52013,18,97904,565,Current,Musical,0.0021,5,7,2018.0
The Phantom of the Opera,2018/4/30,1411132,534,18404,12643,91090,-18,51995,49,97339,384,Current,Musical,0.0006,4,30,2018.0
The Phantom of the Opera,2018/4/23,1410598,-611,5761,-3297,91108,-30,51946,63,96955,443,Current,Musical,-0.0001,4,23,2018.0
The Phantom of the Opera,2018/4/16,1411209,-385,9058,1718,91138,-32,51883,98,96512,332,Current,Musical,0.0,4,16,2018.0
The Phantom of the Opera,2018/4/9,1411594,-100,7340,-5030,91170,-51,51785,110,96180,309,Current,Musical,0.0002,4,9,2018.0
The Phantom of the Opera,2018/4/2,1411694,255,12370,-6829,91221,-14,51675,300,95871,527,Current,Musical,0.0007000000000000001,4,2,2018.0
The Phantom of the Opera,2018/3/26,1411439,431,19199,-77067,91235,-19,51375,138,95344,839,Current,Musical,0.0009,3,26,2018.0
The Phantom of the Opera,2018/3/19,1411008,5947,96266,-89515,91254,-8,51237,137,94505,538,Current,Musical,0.0043,3,19,2018.0
The Phantom of the Opera,2018/3/12,1405061,16291,185781,167889,91262,-22,51100,134,93967,695,Current,Musical,0.011200000000000002,3,12,2018.0
The Phantom of the Opera,2018/3/5,1388770,223,17892,10245,91284,-6,50966,122,93272,448,Current,Musical,0.0005,3,5,2018.0
The Phantom of the Opera,2018/2/26,1388547,60,7647,-4504,91290,-10,50844,98,92824,486,Current,Musical,0.0004,2,26,2018.0
The Phantom of the Opera,2018/2/19,1388487,-16,12151,-16286,91300,-13,50746,77,92338,418,Current,Musical,0.0003,2,19,2018.0
The Phantom of the Opera,2018/2/12,1388503,1204,28437,-18247,91313,-14,50669,66,91920,406,Current,Musical,0.0011,2,12,2018.0
The Phantom of the Opera,2018/2/5,1387299,2617,46684,-285096,91327,-12,50603,103,91514,642,Current,Musical,0.0022,2,5,2018.0
The Phantom of the Opera,2018/1/29,1384682,15851,331780,315827,91339,-16,50500,1467,90872,3354,Current,Musical,0.0137,1,29,2018.0
The Phantom of the Opera,2018/1/22,1368831,-93,15953,11308,91355,-18,49033,194,87518,593,Current,Musical,0.0005,1,22,2018.0
The Phantom of the Opera,2018/1/15,1368924,151,4645,-1075,91373,-16,48839,104,86925,416,Current,Musical,0.0004,1,15,2018.0
The Phantom of the Opera,2018/1/8,1368773,53,5720,-1680,91389,-12,48735,93,86509,265,Current,Musical,0.0003,1,8,2018.0
The Phantom of the Opera,2018/1/2,1368720,118,7400,568,91401,-11,48642,106,86244,698,Current,Musical,0.0006,1,2,2018.0
The Phantom of the Opera,2017/12/26,1368602,82,6832,3844,91412,-10,48536,100,85546,406,Current,Musical,0.0004,12,26,2017.0
The Phantom of the Opera,2017/12/18,1368520,-9,2988,-8744,91422,-3,48436,94,85140,421,Current,Musical,0.0003,12,18,2017.0
The Phantom of the Opera,2017/12/11,1368529,571,11732,5836,91425,-13,48342,94,84719,695,Current,Musical,0.0009,12,11,2017.0
The Phantom of the Opera,2017/12/4,1367958,0,5896,0,91438,0,48248,0,84024,0,Current,Musical,0.0,12,4,2017.0
The Phantom of the Opera,2017/11/27,1367878,8,4251,-2867,91448,-21,48158,72,83683,319,Current,Musical,0.0003,11,27,2017.0
The Phantom of the Opera,2017/11/20,1367870,-113,7118,1633,91469,-19,48086,120,83364,354,Current,Musical,0.0002,11,20,2017.0
The Phantom of the Opera,2017/11/13,1367983,-94,5485,-2043,91488,-13,47966,125,83010,359,Current,Musical,0.0003,11,13,2017.0
The Phantom of the Opera,2017/11/6,1368077,-239,7528,-1874,91501,-11,47841,105,82651,334,Current,Musical,0.0001,11,6,2017.0
The Phantom of the Opera,2017/10/30,1368316,-204,9402,-9021,91512,-13,47736,117,82317,271,Current,Musical,0.0001,10,30,2017.0
The Phantom of the Opera,2017/10/23,1368520,58,18423,4158,91525,-22,47619,88,82046,300,Current,Musical,0.0003,10,23,2017.0
The Phantom of the Opera,2017/10/16,1368462,43,14265,10297,91547,-7,47531,86,81746,231,Current,Musical,0.0002,10,16,2017.0
The Phantom of the Opera,2017/10/9,1368419,194,3968,-7973,91554,-10,47445,81,81515,292,Current,Musical,0.0004,10,9,2017.0
The Phantom of the Opera,2017/10/2,1368225,47,11941,-3474,91564,-12,47364,125,81223,222,Current,Musical,0.0003,10,2,2017.0
The Phantom of the Opera,2017/9/25,1368178,-167,15415,10127,91576,-21,47239,92,81001,232,Current,Musical,0.0001,9,25,2017.0
The Phantom of the Opera,2017/9/18,1368345,-67,5288,1213,91597,-8,47147,118,80769,480,Current,Musical,0.0004,9,18,2017.0
The Phantom of the Opera,2017/9/11,1368412,-160,4075,267,91605,-8,47029,98,80289,299,Current,Musical,0.0002,9,11,2017.0
The Phantom of the Opera,2017/9/4,1368572,66,3808,438,91613,-5,46931,92,79990,394,Current,Musical,0.0004,9,4,2017.0
The Phantom of the Opera,2017/8/28,1368506,-12,3370,-11797,91618,-5,46839,97,79596,268,Current,Musical,0.0002,8,28,2017.0
The Phantom of the Opera,2017/8/21,1368518,-87,15167,9740,91623,-11,46742,122,79328,606,Current,Musical,0.0004,8,21,2017.0
The Phantom of the Opera,2017/8/14,1368605,-113,5427,-1351,91634,-9,46620,96,78722,359,Current,Musical,0.0002,8,14,2017.0
The Phantom of the Opera,2017/8/7,1368718,-209,6778,-8286,91643,-17,46524,143,78363,344,Current,Musical,0.0002,8,7,2017.0
The Phantom of the Opera,2017/7/31,1368927,-7,15064,8124,91660,-11,46381,103,78019,404,Current,Musical,0.0003,7,31,2017.0
The Phantom of the Opera,2017/7/24,1368934,-115,6940,-4725,91671,-7,46278,116,77615,305,Current,Musical,0.0002,7,24,2017.0
The Phantom of the Opera,2017/7/17,1369049,-103,11665,4793,91678,-9,46162,132,77310,242,Current,Musical,0.0002,7,17,2017.0
The Phantom of the Opera,2017/7/9,1369152,-125,6872,-1271,91687,-6,46030,124,77068,199,Current,Musical,0.0001,7,9,2017.0
The Phantom of the Opera,2017/7/2,1369277,106,8143,-2076,91693,-9,45906,164,76869,231,Current,Musical,0.0003,7,2,2017.0
The Phantom of the Opera,2017/6/25,1369171,-87,10219,2930,91702,-4,45742,119,76638,198,Current,Musical,0.0002,6,25,2017.0
The Sound Inside,2019/9/29,1277,7,1194,914,128,65,97,11,325,29,Upcoming,Play,0.0285,9,29,2019.0
The Sound Inside,2019/9/22,1270,17,280,-1,63,36,86,13,296,27,Upcoming,Play,0.035699999999999996,9,22,2019.0
The Sound Inside,2019/9/15,1253,-1337,281,-488,486.0,-882,73,24,269,37,Upcoming,Play,-0.44439999999999996,9,15,2019.0
The Sound Inside,2019/9/8,2590,36,769,65,909,2,49,5,232,15,Upcoming,Play,0.0199,9,8,2019.0
The Sound Inside,2019/9/1,2554,164,704,-1483,907,501,44,5,217,19,Upcoming,Play,0.0716,9,1,2019.0
The Sound Inside,2019/8/25,2390,247,2187,-1503,406,251,39,5,198,5,Upcoming,Play,0.1084,8,25,2019.0
The Sound Inside,2019/8/18,2143,423,3690,773,155,149,34,1,193,15,Upcoming,Play,0.2273,8,18,2019.0
The Sound Inside,2019/8/11,1720,382,2917,1235,6,3,33,1,178,14,Upcoming,Play,0.2588,8,11,2019.0
The Sound Inside,2019/8/4,1338,295,1682,1310,3,3,32,1,164,15,Upcoming,Play,0.25429999999999997,8,4,2019.0
The Sound Inside,2019/7/28,1043,0,372,0,0,0,31,0,149,0,Upcoming,Play,0.0,7,28,2019.0
Tina: The Tina Turner Musical,2019/9/29,60134,166,1985,-1255,0,0,437,9,2630,169,Upcoming,Musical,0.0055000000000000005,9,29,2019.0
Tina: The Tina Turner Musical,2019/9/22,59968,204,3240,393,0,0,428,18,2461,163,Upcoming,Musical,0.0062,9,22,2019.0
Tina: The Tina Turner Musical,2019/9/15,59764,58129,2847,2845,0,-2156,410,50,2298,293,Upcoming,Musical,14.618,9,15,2019.0
Tina: The Tina Turner Musical,2019/9/8,1635,1,2,0,2156,0,360,10,2005,114,Upcoming,Musical,0.0323,9,8,2019.0
Tina: The Tina Turner Musical,2019/9/1,1634,-3,2,-4,2156,0,350,17,1891,202,Upcoming,Musical,0.059000000000000004,9,1,2019.0
Tina: The Tina Turner Musical,2019/8/25,1637,1,6,1,2156,4,333,6,1689,49,Upcoming,Musical,0.0155,8,25,2019.0
Tina: The Tina Turner Musical,2019/8/18,1636,3,5,-2,2152,1,327,11,1640,70,Upcoming,Musical,0.0239,8,18,2019.0
Tina: The Tina Turner Musical,2019/8/11,1633,3,7,2,2151,2,316,14,1570,55,Upcoming,Musical,0.0209,8,11,2019.0
Tina: The Tina Turner Musical,2019/8/4,1630,1,5,-5,2149,2,302,20,1515,81,Upcoming,Musical,0.0305,8,4,2019.0
Tina: The Tina Turner Musical,2019/7/28,1629,5,10,-19,2147,3,282,28,1434,301,Upcoming,Musical,0.1109,7,28,2019.0
Tina: The Tina Turner Musical,2019/7/22,1624,2,29,-1263,2144,6,254,9,1133,96,Upcoming,Musical,0.0368,7,22,2019.0
Tina: The Tina Turner Musical,2019/7/14,1622,45,1292,467,2138,263,245,0,1037,29,Upcoming,Musical,0.026099999999999998,7,14,2019.0
Tina: The Tina Turner Musical,2019/7/7,1577,37,825,-415,1875,256,245,2,1008,47,Upcoming,Musical,0.0313,7,7,2019.0
Tina: The Tina Turner Musical,2019/6/30,1540,38,1240,211,1619,162,243,6,961,44,Upcoming,Musical,0.0331,6,30,2019.0
Tina: The Tina Turner Musical,2019/6/23,1502,42,1029,79,1457,159,237,7,917,28,Upcoming,Musical,0.029900000000000003,6,23,2019.0
Tina: The Tina Turner Musical,2019/6/16,1460,28,950,-403,1298,159,230,13,889,106,Upcoming,Musical,0.0604,6,16,2019.0
Tina: The Tina Turner Musical,2019/6/9,1432,49,1353,587,1139,200,217,7,783,75,Upcoming,Musical,0.056900000000000006,6,9,2019.0
Tina: The Tina Turner Musical,2019/6/2,1383,26,766,56,939,152,210,1,708,15,Upcoming,Musical,0.018600000000000002,6,2,2019.0
Tina: The Tina Turner Musical,2019/5/26,1357,38,710,72,787,153,209,2,693,23,Upcoming,Musical,0.0287,5,26,2019.0
Tina: The Tina Turner Musical,2019/5/19,1319,31,638,-151,634,74,207,4,670,22,Upcoming,Musical,0.026600000000000002,5,19,2019.0
Tina: The Tina Turner Musical,2019/5/12,1288,27,789,-1029,560,110,203,6,648,29,Upcoming,Musical,0.029900000000000003,5,12,2019.0
Tina: The Tina Turner Musical,2019/5/5,1261,81,1818,1818,450,94,197,7,619,16,Upcoming,Musical,0.0527,5,5,2019.0
Tina: The Tina Turner Musical,2019/4/28,1180,301,0,0,356,356,190,13,603,17,Upcoming,Musical,0.2016,4,28,2019.0
Tina: The Tina Turner Musical,2019/4/21,879,32,0,0,0,0,177,4,586,25,Upcoming,Musical,0.038599999999999995,4,21,2019.0
Tina: The Tina Turner Musical,2019/4/14,847,54,0,-5513,0,0,173,26,561,112,Upcoming,Musical,0.1382,4,14,2019.0
Tina: The Tina Turner Musical,2019/4/7,793,64,5513,-735,0,0,147,5,449,23,Upcoming,Musical,0.0709,4,7,2019.0
Tina: The Tina Turner Musical,2019/3/31,729,76,6248,2060,0,0,142,4,426,24,Upcoming,Musical,0.0872,3,31,2019.0
Tina: The Tina Turner Musical,2019/3/24,653,28,4188,3847,0,0,138,14,402,39,Upcoming,Musical,0.0728,3,24,2019.0
Tina: The Tina Turner Musical,2019/3/17,625,0,341,0,0,0,124,0,363,0,Upcoming,Musical,0.0,3,17,2019.0
To Kill A Mockingbird,2019/9/29,7944,46,2954,1779,0,0,4426,84,14253,31,Current,Play,0.0060999999999999995,9,29,2019.0
To Kill A Mockingbird,2019/9/22,7898,27,1175,-1388,0,0,4342,17,14222,9,Current,Play,0.002,9,22,2019.0
To Kill A Mockingbird,2019/9/15,7871,52,2563,1360,0,0,4325,15,14213,29,Current,Play,0.0036,9,15,2019.0
To Kill A Mockingbird,2019/9/8,7819,39,1203,-1838,0,0,4310,-46736,14184,64,Current,Play,-0.6393,9,8,2019.0
To Kill A Mockingbird,2019/9/1,7780,43,3041,1459,0,0,4298.0,46760,14120,71,Current,Play,1.7978999999999998,9,1,2019.0
To Kill A Mockingbird,2019/8/25,7737,34,1582,-1125,0,0,4286,20,14049,65,Current,Play,0.0046,8,25,2019.0
To Kill A Mockingbird,2019/8/18,7703,34,2707,701,0,0,4266,11,13984,97,Current,Play,0.0055000000000000005,8,18,2019.0
To Kill A Mockingbird,2019/8/11,7669,37,2006,-1339,0,0,4255,41,13887,100,Current,Play,0.0069,8,11,2019.0
To Kill A Mockingbird,2019/8/4,7632,56,3345,-1178,0,0,4214,25,13787,84,Current,Play,0.006500000000000001,8,4,2019.0
To Kill A Mockingbird,2019/7/28,7576,74,4523,669,0,0,4189,43,13703,120,Current,Play,0.009399999999999999,7,28,2019.0
To Kill A Mockingbird,2019/7/22,7502,88,3854,1187,0,0,4146,43,13583,47,Current,Play,0.0070999999999999995,7,22,2019.0
To Kill A Mockingbird,2019/7/14,7414,52,2667,-1408,0,0,4103,23,13536,28,Current,Play,0.0040999999999999995,7,14,2019.0
To Kill A Mockingbird,2019/7/7,7362,67,4075,-3038,0,0,4080,10,13508,27,Current,Play,0.0042,7,7,2019.0
To Kill A Mockingbird,2019/6/30,7295,68,7113,-4008,0,0,4070,23,13481,158,Current,Play,0.0101,6,30,2019.0
To Kill A Mockingbird,2019/6/23,7227,95,11121,-3005,0,0,4047,20,13323,78,Current,Play,0.0079,6,23,2019.0
To Kill A Mockingbird,2019/6/16,7132,145,14126,-12204,0,0,4027,44,13245,212,Current,Play,0.0167,6,16,2019.0
To Kill A Mockingbird,2019/6/9,6987,259,26330,21395,0,0,3983,94,13033,533,Current,Play,0.0383,6,9,2019.0
To Kill A Mockingbird,2019/6/2,6728,88,4935,-1341,0,0,3889,49,12500,109,Current,Play,0.0108,6,2,2019.0
To Kill A Mockingbird,2019/5/26,6640,105,6276,-82,0,0,3840,140,12391,304,Current,Play,0.0246,5,26,2019.0
To Kill A Mockingbird,2019/5/19,6535,102,6358,488,0,0,3700,42,12087,124,Current,Play,0.012199999999999999,5,19,2019.0
To Kill A Mockingbird,2019/5/12,6433,71,5870,-2835,0,0,3658,21,11963,297,Current,Play,0.018000000000000002,5,12,2019.0
To Kill A Mockingbird,2019/5/5,6362,126,8705,8705,0,0,3637,43,11666,561,Current,Play,0.0349,5,5,2019.0
To Kill A Mockingbird,2019/4/28,6236,66,0,0,0,0,3594,47,11105,206,Current,Play,0.0155,4,28,2019.0
To Kill A Mockingbird,2019/4/21,6170,111,0,0,0,0,3547,49,10899,444,Current,Play,0.0302,4,21,2019.0
To Kill A Mockingbird,2019/4/14,6059,119,0,-9488,0,0,3498,18,10455,130,Current,Play,0.013500000000000002,4,14,2019.0
To Kill A Mockingbird,2019/4/7,5940,116,9488,-12450,0,0,3480,19,10325,139,Current,Play,0.0141,4,7,2019.0
To Kill A Mockingbird,2019/3/31,5824,171,21938,13236,0,0,3461,46,10186,232,Current,Play,0.0236,3,31,2019.0
To Kill A Mockingbird,2019/3/24,5653,114,8702,-1110,0,0,3415,23,9954,136,Current,Play,0.0146,3,24,2019.0
To Kill A Mockingbird,2019/3/17,5539,128,9812,-8378,0,0,3392,19,9818,211,Current,Play,0.0195,3,17,2019.0
To Kill A Mockingbird,2019/3/10,5411,150,18190,10042,0,0,3373,19,9607,98,Current,Play,0.0147,3,10,2019.0
To Kill A Mockingbird,2019/3/3,5261,111,8148,-1531,0,0,3354,37,9509,68,Current,Play,0.0121,3,3,2019.0
To Kill A Mockingbird,2019/2/24,5150,126,9679,1186,0,0,3317,135,9441,107,Current,Play,0.021,2,24,2019.0
To Kill A Mockingbird,2019/2/17,5024,139,8493,-19973,0,0,3182,131,9334,142,Current,Play,0.0241,2,17,2019.0
To Kill A Mockingbird,2019/2/10,4885,172,28466,24391,0,0,3051,274,9192,486,Current,Play,0.0575,2,10,2019.0
To Kill A Mockingbird,2019/2/3,4713,83,4075,-3997,0,0,2777,117,8706,220,Current,Play,0.026600000000000002,2,3,2019.0
To Kill A Mockingbird,2019/1/27,4630,113,8072,9,0,0,2660,281,8486,397,Current,Play,0.0528,1,27,2019.0
To Kill A Mockingbird,2019/1/20,4517,118,8063,-302,0,0,2379,408,8089,595,Current,Play,0.0809,1,20,2019.0
To Kill A Mockingbird,2019/1/13,4399,168,8365,-15219,0,0,1971,123,7494,562,Current,Play,0.06559999999999999,1,13,2019.0
To Kill A Mockingbird,2019/1/6,4231,215,23584,1562,0,0,1848,182,6932,701,Current,Play,0.0922,1,6,2019.0
To Kill A Mockingbird,2018/12/30,4016,1430,22022,18019,0,0,1666,342,6231,4533,Current,Play,1.1243,12,30,2018.0
To Kill A Mockingbird,2018/12/10,2586,163,4003,-966,0,0,1324,107,1698,295,Current,Play,0.11199999999999999,12,10,2018.0
To Kill A Mockingbird,2018/12/3,2423,196,4969,1714,0,0,1217,132,1403,242,Current,Play,0.1274,12,3,2018.0
To Kill A Mockingbird,2018/11/26,2227,249,3255,621,0,0,1085,108,1161,209,Current,Play,0.1449,11,26,2018.0
To Kill A Mockingbird,2018/11/18,1978,74,2634,1967,0,0,977,57,952,224,Current,Play,0.0999,11,18,2018.0
To Kill A Mockingbird,2018/11/12,1904,54,667,-474,0,0,920,17,728,67,Current,Play,0.0404,11,12,2018.0
To Kill A Mockingbird,2018/11/4,1850,82,1141,-1953,0,0,903,91,661,94,Current,Play,0.0848,11,4,2018.0
To Kill A Mockingbird,2018/10/28,1768,59,3094,438,0,0,812,36,567,48,Upcoming,Play,0.047599999999999996,10,28,2018.0
To Kill A Mockingbird,2018/10/21,1709,83,2656,-1397,0,0,776,36,519,71,Upcoming,Play,0.0675,10,21,2018.0
To Kill A Mockingbird,2018/10/14,1626,117,4053,-7665,0,0,740,20,448,24,Upcoming,Play,0.060700000000000004,10,14,2018.0
To Kill A Mockingbird,2018/10/7,1509,279,11718,10625,0,0,720,46,424,35,Upcoming,Play,0.157,10,7,2018.0
To Kill A Mockingbird,2018/9/30,1230,0,1093,0,0,0,674,0,389,0,Upcoming,Play,0.0,9,30,2018.0
Tootsie The Musical,2019/9/29,3699,24,1000,61,13348,386,2778,25,13574,64,Current,Musical,0.005699999999999999,9,29,2019.0
Tootsie The Musical,2019/9/22,3675,25,939,-94,12962,489,2753,27,13510,71,Current,Musical,0.0062,9,22,2019.0
Tootsie The Musical,2019/9/15,3650,39,1033,224,12473,654,2726,24,13439,130,Current,Musical,0.0098,9,15,2019.0
Tootsie The Musical,2019/9/8,3611,33,809,-189,11819,438,2702,1700,13309,1117,Current,Musical,0.1699,9,8,2019.0
Tootsie The Musical,2019/9/1,3578,25,998,102,11381,590,2680.5,-1657,12192,-897,Current,Musical,-0.131,9,1,2019.0
Tootsie The Musical,2019/8/25,3553,19,896,-472,10791,455,2659,19,13089,98,Current,Musical,0.0070999999999999995,8,25,2019.0
Tootsie The Musical,2019/8/18,3534,37,1368,99,10336,518,2640,29,12991,177,Current,Musical,0.0128,8,18,2019.0
Tootsie The Musical,2019/8/11,3497,34,1269,96,9818,441,2611,9,12814,97,Current,Musical,0.0075,8,11,2019.0
Tootsie The Musical,2019/8/4,3463,35,1173,-511,9377,465,2602,20,12717,158,Current,Musical,0.0115,8,4,2019.0
Tootsie The Musical,2019/7/28,3428,72,1684,490,8912,578,2582,18,12559,397,Current,Musical,0.0269,7,28,2019.0
Tootsie The Musical,2019/7/22,3356,40,1194,290,8334,542,2564,24,12162,154,Current,Musical,0.012199999999999999,7,22,2019.0
Tootsie The Musical,2019/7/14,3316,44,904,-676,7792,429,2540,27,12008,168,Current,Musical,0.013600000000000001,7,14,2019.0
Tootsie The Musical,2019/7/7,3272,34,1580,473,7363,578,2513,25,11840,193,Current,Musical,0.014499999999999999,7,7,2019.0
Tootsie The Musical,2019/6/30,3238,40,1107,-102,6785,648,2488,37,11647,246,Current,Musical,0.0189,6,30,2019.0
Tootsie The Musical,2019/6/23,3198,53,1209,-1354,6137,524,2451,53,11401,279,Current,Musical,0.0231,6,23,2019.0
Tootsie The Musical,2019/6/16,3145,149,2563,-1049,5613,522,2398,132,11122,696,Current,Musical,0.0623,6,16,2019.0
Tootsie The Musical,2019/6/9,2996,156,3612,1595,5091,655,2266,230,10426,734,Current,Musical,0.07690000000000001,6,9,2019.0
Tootsie The Musical,2019/6/2,2840,77,2017,-46,4436,482,2036,60,9692,360,Current,Musical,0.0353,6,2,2019.0
Tootsie The Musical,2019/5/26,2763,91,2063,-1282,3954,563,1976,50,9332,277,Current,Musical,0.030600000000000002,5,26,2019.0
Tootsie The Musical,2019/5/19,2672,101,3345,950,3391,483,1926,82,9055,367,Current,Musical,0.042,5,19,2019.0
Tootsie The Musical,2019/5/12,2571,82,2395,-4268,2908,477,1844,75,8688,392,Current,Musical,0.0437,5,12,2019.0
Tootsie The Musical,2019/5/5,2489,236,6663,6663,2431,497,1769,168,8296,994,Current,Musical,0.1253,5,5,2019.0
Tootsie The Musical,2019/4/28,2253,542,0,0,1934,432,1601,222,7302,1868,Current,Musical,0.30879999999999996,4,28,2019.0
Tootsie The Musical,2019/4/21,1711,97,0,0,1502,522,1379,88,5434,322,Current,Musical,0.0632,4,21,2019.0
Tootsie The Musical,2019/4/14,1614,64,0,-1673,980,371,1291,59,5112,287,Current,Musical,0.053899999999999997,4,14,2019.0
Tootsie The Musical,2019/4/7,1550,82,1673,-911,609,430,1232,83,4825,390,Current,Musical,0.0787,4,7,2019.0
Tootsie The Musical,2019/3/31,1468,141,2584,1467,179,171,1149,94,4435,488,Upcoming,Musical,0.1142,3,31,2019.0
Tootsie The Musical,2019/3/24,1327,63,1117,370,8,5,1055,42,3947,150,Upcoming,Musical,0.042,3,24,2019.0
Tootsie The Musical,2019/3/17,1264,46,747,66,3,1,1013,29,3797,114,Upcoming,Musical,0.0321,3,17,2019.0
Tootsie The Musical,2019/3/10,1218,54,681,161,2,0,984,12,3683,77,Upcoming,Musical,0.024900000000000002,3,10,2019.0
Tootsie The Musical,2019/3/3,1164,31,520,-789,2,0,972,20,3606,59,Upcoming,Musical,0.0195,3,3,2019.0
Tootsie The Musical,2019/2/24,1133,57,1309,304,2,1,952,28,3547,166,Upcoming,Musical,0.0466,2,24,2019.0
Tootsie The Musical,2019/2/17,1076,74,1005,-215,1,0,924,19,3381,38,Upcoming,Musical,0.025,2,17,2019.0
Tootsie The Musical,2019/2/10,1002,111,1220,273,1,1,905,37,3343,76,Upcoming,Musical,0.0446,2,10,2019.0
Tootsie The Musical,2019/2/3,891,118,947,613,0,0,868,15,3267,58,Upcoming,Musical,0.0395,2,3,2019.0
Tootsie The Musical,2019/1/27,773,23,334,175,0,0,853,27,3209,53,Upcoming,Musical,0.0218,1,27,2019.0
Tootsie The Musical,2019/1/20,750,36,159,50,0,0,826,25,3156,36,Upcoming,Musical,0.0209,1,20,2019.0
Tootsie The Musical,2019/1/13,714,25,109,16,0,0,801,13,3120,63,Upcoming,Musical,0.0223,1,13,2019.0
Tootsie The Musical,2019/1/6,689,11,93,-31,0,0,788,17,3057,4,Upcoming,Musical,0.0070999999999999995,1,6,2019.0
Tootsie The Musical,2018/12/30,678,119,124,-979,0,0,771,45,3053,168,Upcoming,Musical,0.0796,12,30,2018.0
Tootsie The Musical,2018/12/10,559,115,1103,1077,0,0,726,45,2885,257,Upcoming,Musical,0.11109999999999999,12,10,2018.0
