Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change,Month,Day,Year
Beetlejuice,2018/10/14,3524,217,1537,23,24,23,2025,348,9655,1026,Upcoming,Musical,0.11689999999999999,10,14,2018.0
Beetlejuice,2018/10/7,3307,143,1514,1059,1,0,1677,101,8629,512,Upcoming,Musical,0.0588,10,7,2018.0
Beetlejuice,2018/9/30,3164,0,455,0,1,0,1576,0,8117,0,Upcoming,Musical,0.0,9,30,2018.0
Betrayal,2019/9/29,2961,88,1507,-150,1949,346,3286,44,9456,767,Current,Play,0.060700000000000004,9,29,2019.0
Betrayal,2019/9/22,2873,59,1657,439,1603,288,3242,89,8689,243,Upcoming,Play,0.0271,9,22,2019.0
Betrayal,2019/9/15,2814,1426,1218,-3351,1315,1315,3153,74,8446,316,Upcoming,Play,0.1442,9,15,2019.0
Betrayal,2019/9/8,1388,48,4569,3387,965.0,-615,3079,155,8130,663,Upcoming,Play,0.0738,9,8,2019.0
Betrayal,2019/9/1,1340,67,1182,-383,615,41,2924,119,7467,477,Current,Play,0.0599,9,1,2019.0
Betrayal,2019/8/25,1273,48,1565,1392,574,574,2805,261,6990,654,Upcoming,Play,0.0953,8,25,2019.0
Betrayal,2019/8/18,1225,7,173,-192,0,0,2544,415,6336,1174,Upcoming,Play,0.18760000000000002,8,18,2019.0
Betrayal,2019/8/11,1218,31,365,-59,0,0,2129,334,5162,2911,Upcoming,Play,0.626,8,11,2019.0
Betrayal,2019/8/4,1187,175,424,-297,0,-2,1795,192,2251,470,Upcoming,Play,0.19039999999999999,8,4,2019.0
Betrayal,2019/7/28,1012,0,721,0,2,0,1603,0,1781,0,Upcoming,Play,0.0,7,28,2019.0
Book of Mormon,2019/9/29,711280,-200,3660,776,231739,449,209837,-127,149990,468,Current,Musical,0.0001,9,29,2019.0
Book of Mormon,2019/9/22,711480,-240,2884,-361,231290,475,209964,-124,149522,436,Current,Musical,0.0001,9,22,2019.0
Book of Mormon,2019/9/15,711720,-223,3245,2819,230815,230815,210088,-158,149086,498,Current,Musical,0.0001,9,15,2019.0
Book of Mormon,2019/9/8,711943,-201,426,-99,0,0,210246,-70,148588,416,Current,Musical,0.0001,9,8,2019.0
Book of Mormon,2019/9/1,712144,-281,525,-1838,0,0,210316,-61,148172,511,Current,Musical,0.0002,9,1,2019.0
Book of Mormon,2019/8/25,712425,-226,2363,-537,0,-228836,210377,-102,147661,569,Current,Musical,0.0002,8,25,2019.0
Book of Mormon,2019/8/18,712651,-235,2900,-610,228836,500,210479,-79,147092,620,Current,Musical,0.0003,8,18,2019.0
Book of Mormon,2019/8/11,712886,-197,3510,-210,228336,477,210558,-92,146472,578,Current,Musical,0.0003,8,11,2019.0
Book of Mormon,2019/8/4,713083,-131,3720,-437,227859,473,210650,-67,145894,864,Current,Musical,0.0006,8,4,2019.0
Book of Mormon,2019/7/28,713214,-213,4157,1125,227386,486,210717,-82,145030,696,Current,Musical,0.0004,7,28,2019.0
Book of Mormon,2019/7/22,713427,-215,3032,-575,226900,401,210799,35,144334,701,Current,Musical,0.0005,7,22,2019.0
Book of Mormon,2019/7/14,713642,-194,3607,-543,226499,432,210764,-100,143633,426,Current,Musical,0.0001,7,14,2019.0
Book of Mormon,2019/7/7,713836,-205,4150,716,226067,524,210864,-125,143207,427,Current,Musical,0.0001,7,7,2019.0
Book of Mormon,2019/6/30,714041,-230,3434,-1053,225543,442,210989,-90,142780,566,Current,Musical,0.0002,6,30,2019.0
Book of Mormon,2019/6/23,714271,-187,4487,-1190,225101,417,211079,-157,142214,594,Current,Musical,0.0002,6,23,2019.0
Book of Mormon,2019/6/16,714458,-202,5677,2200,224684,419,211236,-65,141620,748,Current,Musical,0.0005,6,16,2019.0
Book of Mormon,2019/6/9,714660,-170,3477,1342,224265,441,211301,26,140872,763,Current,Musical,0.0006,6,9,2019.0
Book of Mormon,2019/6/2,714830,-218,2135,855,223824,420,211275,-94,140109,382,Current,Musical,0.0001,6,2,2019.0
Book of Mormon,2019/5/26,715048,-295,1280,-1734,223404,343,211369,-31,139727,576,Current,Musical,0.0002,5,26,2019.0
Book of Mormon,2019/5/19,715343,-182,3014,-581,223061,496,211400,-25,139151,312,Current,Musical,0.0001,5,19,2019.0
Book of Mormon,2019/5/12,715525,-192,3595,1015,222565,471,211425,-253,138839,425,Current,Musical,0.0,5,12,2019.0
Book of Mormon,2019/5/5,715717,-200,2580,2580,222094,470,211678,-189,138414,482,Current,Musical,0.0001,5,5,2019.0
Book of Mormon,2019/4/28,715917,-171,0,0,221624,516,211867,-136,137932,481,Current,Musical,0.0002,4,28,2019.0
Book of Mormon,2019/4/21,716088,-199,0,0,221108,396,212003,-79,137451,448,Current,Musical,0.0002,4,21,2019.0
Book of Mormon,2019/4/14,716287,-202,0,-2780,220712,520,212082,-107,137003,1485,Current,Musical,0.0011,4,14,2019.0
Book of Mormon,2019/4/7,716489,-176,2780,-1127,220192,483,212189,-92,135518,-570,Current,Musical,-0.0008,4,7,2019.0
Book of Mormon,2019/3/31,716665,-130,3907,137,219709,508,212281,-162,136088,756,Current,Musical,0.0004,3,31,2019.0
Book of Mormon,2019/3/24,716795,-232,3770,911,219201,512,212443,-83,135332,740,Current,Musical,0.0004,3,24,2019.0
Book of Mormon,2019/3/17,717027,-157,2859,-1845,218689,520,212526,-83,134592,476,Current,Musical,0.0002,3,17,2019.0
Book of Mormon,2019/3/10,717184,-91,4704,-1120,218169,485,212609,-96,134116,623,Current,Musical,0.0004,3,10,2019.0
Book of Mormon,2019/3/3,717275,-63,5824,-220,217684,528,212705,-87,133493,758,Current,Musical,0.0006,3,3,2019.0
Book of Mormon,2019/2/24,717338,65,6044,4207,217156,535,212792,-85,132735,640,Current,Musical,0.0006,2,24,2019.0
Book of Mormon,2019/2/17,717273,-366,1837,-856,216621,474,212877,-24,132095,429,Current,Musical,0.0,2,17,2019.0
Book of Mormon,2019/2/10,717639,-350,2693,158,216147,554,212901,-225,131666,-9632,Current,Musical,-0.0095,2,10,2019.0
Book of Mormon,2019/2/3,717989,-340,2535,734,215593,473,213126,-276,141298,10399,Current,Musical,0.0092,2,3,2019.0
Book of Mormon,2019/1/27,718329,-298,1801,-256,215120,474,213402,-159,130899,388,Current,Musical,-0.0001,1,27,2019.0
Book of Mormon,2019/1/20,718627,-306,2057,217,214646,474,213561,-113,130511,572,Current,Musical,0.0001,1,20,2019.0
Book of Mormon,2019/1/13,718933,-225,1840,-307,214172,528,213674,-90,129939,566,Current,Musical,0.0002,1,13,2019.0
Book of Mormon,2019/1/6,719158,-202,2147,619,213644,381,213764,-85,129373,210,Current,Musical,-0.0001,1,6,2019.0
Book of Mormon,2018/12/30,719360,-1200,1528,-17,213263,1519,213849,-335,129163,896,Current,Musical,-0.0006,12,30,2018.0
Book of Mormon,2018/12/10,720560,-267,1545,363,211744,510,214184,-132,128267,409,Current,Musical,0.0,12,10,2018.0
Book of Mormon,2018/12/3,720827,-253,1182,-121,211234,458,214316,-66,127858,426,Current,Musical,0.0001,12,3,2018.0
Book of Mormon,2018/11/26,721080,-262,1303,-141,210776,438,214382,-104,127432,605,Current,Musical,0.0002,11,26,2018.0
Book of Mormon,2018/11/18,721342,-320,1444,-295,210338,474,214486,-43,126827,558,Current,Musical,0.0002,11,18,2018.0
Book of Mormon,2018/11/12,721662,-338,1739,153,209864,525,214529,-1353,126269,522,Current,Musical,-0.0011,11,12,2018.0
Book of Mormon,2018/11/4,722000,-211,1586,184,209339,526,215882,-83,125747,52,Current,Musical,-0.0002,11,4,2018.0
Book of Mormon,2018/10/28,722211,-69,1402,-85,208813,454,215965,-106,125695,64,Current,Musical,-0.0001,10,28,2018.0
Book of Mormon,2018/10/21,722280,-180,1487,51,208359,403,216071,-161,125631,267,Current,Musical,-0.0001,10,21,2018.0
Book of Mormon,2018/10/14,722460,-276,1436,-691,207956,418,216232,742,125364,333,Current,Musical,0.0008,10,14,2018.0
Book of Mormon,2018/10/7,722736,-287,2127,741,207538,404,215490,379,125031,222,Current,Musical,0.0003,10,7,2018.0
Book of Mormon,2018/9/30,723023,-2473,1386,-405,207134,4114,215111,-1496,124809,3752,Current,Musical,-0.0002,9,30,2018.0
Book of Mormon,2018/7/30,725496,0,1791,0,203020,1,216607,-1,121057,332,Current,Musical,0.0003,7,30,2018.0
Book of Mormon,2018/7/23,725496,-317,1791,-46,203019,443,216608,-174,120725,392,Current,Musical,-0.0001,7,23,2018.0
Book of Mormon,2018/7/16,725813,-267,1837,359,202576,466,216782,-4655,120333,564,Current,Musical,-0.0040999999999999995,7,16,2018.0
Book of Mormon,2018/7/9,726080,-359,1478,-528,202110,467,221437,-166,119769,453,Current,Musical,-0.0001,7,9,2018.0
Book of Mormon,2018/7/2,726439,-379,2006,441,201643,474,221603,-194,119316,614,Current,Musical,0.0,7,2,2018.0
Book of Mormon,2018/6/25,726818,-188,1565,1565,201169,201169,221797,-125,118702,278,Current,Musical,0.0,6,25,2018.0
Book of Mormon,2018/6/18,727006,-411,0,-2616,200663.5,-200158,221922,-254,118424,685,Current,Musical,0.0,6,18,2018.0
Book of Mormon,2018/6/11,727417,-168,2616,376,200158,520,222176,-116,117739,531,Current,Musical,0.0002,6,11,2018.0
Book of Mormon,2018/6/4,727585,-178,2240,-736,199638,534,222292,-224,117208,327,Current,Musical,-0.0001,6,4,2018.0
Book of Mormon,2018/5/28,727763,-202,2976,1061,199104,492,222516,-189,116881,818,Current,Musical,0.0004,5,28,2018.0
Book of Mormon,2018/5/21,727965,-241,1915,-916,198612,484,222705,-108,116063,625,Current,Musical,0.0003,5,21,2018.0
Book of Mormon,2018/5/14,728206,-419,2831,696,198128,521,222813,-95,115438,280,Current,Musical,-0.0002,5,14,2018.0
Book of Mormon,2018/5/7,728625,-379,2135,-32,197607,449,222908,-138,115158,279,Current,Musical,-0.0002,5,7,2018.0
Book of Mormon,2018/4/30,729004,-635,2167,-58,197158,488,223046,-136,114879,205,Current,Musical,-0.0005,4,30,2018.0
Book of Mormon,2018/4/23,729639,-600,2225,-293,196670,517,223182,-120,114674,392,Current,Musical,-0.0003,4,23,2018.0
Book of Mormon,2018/4/16,730239,-490,2518,436,196153,430,223302,-124,114282,362,Current,Musical,-0.0002,4,16,2018.0
Book of Mormon,2018/4/9,730729,-499,2082,-120,195723,434,223426,-68,113920,1027,Current,Musical,0.0004,4,9,2018.0
Book of Mormon,2018/4/2,731228,-224,2202,-1518,195289,425,223494,-95,112893,906,Current,Musical,0.0006,4,2,2018.0
Book of Mormon,2018/3/26,731452,-152,3720,504,194864,536,223589,-95,111987,751,Current,Musical,0.0005,3,26,2018.0
Book of Mormon,2018/3/19,731604,-383,3216,131,194328,522,223684,-9,111236,476,Current,Musical,0.0001,3,19,2018.0
Book of Mormon,2018/3/12,731987,-232,3085,-107,193806,560,223693,-197,110760,389,Current,Musical,0.0,3,12,2018.0
Book of Mormon,2018/3/5,732219,-160,3192,-480,193246,626,223890,-71,110371,520,Current,Musical,0.0003,3,5,2018.0
Book of Mormon,2018/2/26,732379,-209,3672,578,192620,662,223961,-42,109851,619,Current,Musical,0.0003,2,26,2018.0
Book of Mormon,2018/2/19,732588,-236,3094,-1438,191958,666,224003,-26,109232,1155,Current,Musical,0.0008,2,19,2018.0
Book of Mormon,2018/2/12,732824,-167,4532,-2898,191292,670,224029,-88,108077,1268,Current,Musical,0.001,2,12,2018.0
Book of Mormon,2018/2/5,732991,-214,7430,4704,190622,475,224117,81,106809,1093,Current,Musical,0.0009,2,5,2018.0
Book of Mormon,2018/1/29,733205,-13,2726,246,190147,660,224036,-75,105716,467,Current,Musical,0.0004,1,29,2018.0
Book of Mormon,2018/1/22,733218,-41,2480,-474,189487,659,224111,-130,105249,500,Current,Musical,0.0003,1,22,2018.0
Book of Mormon,2018/1/15,733259,-29,2954,-305,188828,614,224241,-46,104749,432,Current,Musical,0.0003,1,15,2018.0
Book of Mormon,2018/1/8,733288,35,3259,408,188214,510,224287,-51,104317,387,Current,Musical,0.0003,1,8,2018.0
Book of Mormon,2018/1/2,733253,-213,2851,-2346,187704,491,224338,-76,103930,453,Current,Musical,0.0002,1,2,2018.0
Book of Mormon,2017/12/26,733466,-64,5197,3194,187213,386,224414,-97,103477,1191,Current,Musical,0.001,12,26,2017.0
Book of Mormon,2017/12/18,733530,-183,2003,-1373,186827,536,224511,-91,102286,709,Current,Musical,0.0004,12,18,2017.0
Book of Mormon,2017/12/11,733713,-161,3376,375,186291,582,224602,-44,101577,554,Current,Musical,0.0003,12,11,2017.0
Book of Mormon,2017/12/4,733874,-215,3001,-926,185709,501,224646,30,101023,717,Current,Musical,0.0005,12,4,2017.0
