Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change
Cursed Child,11/12,"1,186,735",749,"11,693","-3,453","174,292",859,"32,664",73,"103,457","1,773",Current,Play,0.20%
Cursed Child,11/4,"1,185,986","1,493","15,146","9,835","173,433",858,"32,591",83,"101,684","1,014",Current,Play,0.20%
Cursed Child,10/28,"1,184,493","1,274","5,311","1,391","172,575",849,"32,508",92,"100,670",336,Current,Play,0.13%
Cursed Child,10/21,"1,183,219","2,063","3,920","1,399","171,726",734,"32,416",83,"100,334",504,Current,Play,0.20%
Cursed Child,10/14,"1,181,156","1,187","2,521",-346,"170,992",780,"32,333",90,"99,830",468,Current,Play,0.13%
Cursed Child,10/7,"1,179,969","1,226","2,867","-8,580","170,212",868,"32,243",158,"99,362","1,144",Current,Play,0.19%
Cursed Child,9/30,"1,178,743","14,751","11,447","4,608","169,344","7,948","32,085","1,928","98,218","11,920",Current,Play,2.23%
Cursed Child,7/30,"1,163,992",8,"6,839",0,"161,396",5,"30,157",4,"86,298",85,Current,Play,0.01%
Cursed Child,7/23,"1,163,984",343,"6,839","3,318","161,391",902,"30,153",35,"86,213",31,Current,Play,0.03%
Cursed Child,7/16,"1,163,641",417,"3,521","-7,118","160,489",917,"30,118",75,"86,182",480,Current,Play,0.08%
Cursed Child,7/9,"1,163,224","1,574","10,639","4,702","159,572",867,"30,043",142,"85,702","1,825",Current,Play,0.28%
Cursed Child,7/2,"1,161,650","2,787","5,937","-5,622","158,705",847,"29,901",97,"83,877","1,650",Current,Play,0.36%
Cursed Child,6/25,"1,158,863","1,150","11,559","11,559","157,858","157,858","29,804",99,"82,227",454,Current,Play,0.13%
Cursed Child,6/18,"1,157,713","33,766",0,"-86,339",0,"-155,877","29,705",327,"81,773","2,089",Current,Play,2.93%
Cursed Child,6/11,"1,123,947","34,412","86,339","12,173","155,877","1,086","29,378",769,"79,684","2,295",Current,Play,3.13%
Cursed Child,6/4,"1,089,535","35,213","74,166","-43,749","154,791","1,080","28,609",115,"77,389","1,018",Current,Play,3.14%
Cursed Child,5/28,"1,054,322","49,807","117,915","44,620","153,711",805,"28,494",66,"76,371","1,769",Current,Play,4.66%
Cursed Child,5/21,"1,004,515","49,859","73,295","-12,213","152,906",987,"28,428",261,"74,602","2,931",Current,Play,5.03%
Cursed Child,5/14,"954,656","55,542","85,508","-2,854","151,919",966,"28,167",382,"71,671","1,766",Current,Play,5.79%
Cursed Child,5/7,"899,114","54,194","88,362","14,402","150,953","1,050","27,785",663,"69,905","3,485",Current,Play,6.22%
Cursed Child,4/30,"844,920","55,726","73,960","-24,831","149,903","1,084","27,122","1,076","66,420","2,992",Current,Play,6.81%
Cursed Child,4/23,"789,194","73,295","98,791","-10,085","148,819","1,131","26,046","1,756","63,428","6,712",Current,Play,10.26%
Cursed Child,4/16,"715,899","81,539","108,876","82,381","147,688","1,062","24,290",286,"56,716","2,030",Current,Play,11.76%
Cursed Child,4/9,"634,360","21,305","26,495","2,295","146,626","1,161","24,004",156,"54,686","2,367",Current,Play,3.46%
Cursed Child,4/2,"613,055","20,719","24,200","19,722","145,465","1,047","23,848",375,"52,319","2,752",Current,Play,3.58%
Cursed Child,3/26,"592,336",991,"4,478","-2,687","144,418","1,103","23,473",372,"49,567","2,335",Current,Play,0.56%
Cursed Child,3/19,"591,345","1,581","7,165","4,420","143,315","1,102","23,101","1,017","47,232","2,952",Current,Play,0.85%
Cursed Child,3/12,"589,764","1,367","2,745","-3,093","142,213","1,064","22,084","1,776","44,280","3,151",Upcoming,Play,0.97%
Cursed Child,3/5,"588,397","1,036","5,838","1,421","141,149","1,065","20,308",441,"41,129","1,494",Upcoming,Play,0.46%
Cursed Child,2/26,"587,361",631,"4,417","1,138","140,084","1,190","19,867",102,"39,635","1,174",Upcoming,Play,0.30%
Cursed Child,2/19,"586,730",495,"3,279",212,"138,894","1,138","19,765",124,"38,461","1,478",Upcoming,Play,0.33%
Cursed Child,2/12,"586,235",889,"3,067","-1,617","137,756","1,232","19,641",690,"36,983",939,Upcoming,Play,0.39%
Cursed Child,2/5,"585,346",686,"4,684","-5,205","136,524","1,300","18,951",139,"36,044","1,138",Upcoming,Play,0.31%
Cursed Child,1/29,"584,660","1,336","9,889","7,799","135,224","1,270","18,812",312,"34,906","1,801",Upcoming,Play,0.54%
Cursed Child,1/22,"583,324",697,"2,090","-3,789","133,954","1,259","18,500",144,"33,105","1,393",Upcoming,Play,0.35%
Cursed Child,1/15,"582,627",926,"5,879","2,352","132,695","1,313","18,356",282,"31,712","1,953",Upcoming,Play,0.50%
Cursed Child,1/8,"581,701",586,"3,527",-294,"131,382","1,232","18,074",145,"29,759","1,235",Upcoming,Play,0.31%
Cursed Child,1/2,"581,115",379,"3,821","-2,492","130,150","1,215","17,929",152,"28,524","1,465",Upcoming,Play,0.32%
Cursed Child,12/26,"580,736",547,"6,313","3,963","128,935","1,138","17,777",197,"27,059","1,152",Upcoming,Play,0.30%
Cursed Child,12/18,"580,189",53,"2,350","-1,965","127,797","1,131","17,580",93,"25,907",749,Upcoming,Play,0.14%
Cursed Child,12/11,"580,136",542,"4,315","-1,511","126,666","1,028","17,487",105,"25,158",757,Upcoming,Play,0.23%
Cursed Child,12/4,"579,594",0,"5,826",0,"125,638",0,"17,382",0,"24,401",0,Upcoming,Play,0%
Cursed Child,11/27,"579,030","1,277","6,091","3,525","124,430","1,081","17,275",129,"23,411",887,Upcoming,Play,0.37%
Cursed Child,11/27,"579,027","1,274","6,164","3,598","124,438","1,089","305,139","287,993","272,582","250,058",Current,Play,87.35%
Cursed Child,11/20,"577,753",605,"2,566",-852,"123,349","1,214","17,146",118,"22,524","1,131",Upcoming,Play,0.30%
Cursed Child,11/13,"577,148",660,"3,418",543,"122,135","1,200","17,028",132,"21,393","1,045",Upcoming,Play,0.30%
Cursed Child,11/6,"576,488",678,"2,875","-15,978","120,935","1,214","16,896",163,"20,348",838,Upcoming,Play,0.27%
Cursed Child,10/30,"575,810","9,461","18,853","12,989","119,721","1,237","16,733",284,"19,510",771,Upcoming,Play,1.75%
Cursed Child,10/23,"566,349","2,543","5,864","1,916","118,484","1,203","16,449","2,464","18,739","1,532",Upcoming,Play,1.10%
Cursed Child,10/16,"563,806",740,"3,948","-1,664","117,281","1,167","13,985",245,"17,207",746,Upcoming,Play,0.29%
Cursed Child,10/9,"563,066","2,105","5,612","-7,360","116,114","1,341","13,740",412,"16,461",684,Upcoming,Play,0.54%
Cursed Child,10/2,"560,961","3,972","12,972","6,982","114,773","1,330","13,328","2,027","15,777","1,496",Upcoming,Play,1.29%
Cursed Child,9/25,"556,989",715,"5,990","-1,254","113,443","1,330","11,301",527,"14,281",805,Upcoming,Play,0.35%
Cursed Child,9/18,"556,274","1,117","7,244","-2,855","112,113","1,296","10,774",168,"13,476",788,Upcoming,Play,0.36%
Cursed Child,9/11,"555,157",906,"10,099","-30,870","110,817","1,217","10,606",412,"12,688","1,101",Upcoming,Play,0.42%
Cursed Child,9/4,"554,251","2,776","40,969","36,078","109,600","1,267","10,194",479,"11,587","1,159",Upcoming,Play,0.77%
Cursed Child,8/28,"551,475",851,"4,891","2,126","108,333","1,234","9,715",66,"10,428","10,428",Upcoming,Play,2.02%
Cursed Child,8/21,"550,624",806,"2,765","-1,695","107,099","1,327","9,649",68,0,"-9,673",Upcoming,Play,-1.55%
Cursed Child,8/14,"549,818",853,"4,460","-16,273","105,772","1,508","9,581",135,"9,673",338,Upcoming,Play,0.23%
Cursed Child,8/7,"548,965","8,379","20,733","3,826","104,264","1,460","9,446","3,297","9,335","2,894",Upcoming,Play,2.63%
Cursed Child,7/31,"540,586","2,341","16,907","3,998","102,804","1,462","6,149",60,"6,441",165,Upcoming,Play,0.47%
Cursed Child,7/24,"538,245","1,576","12,909","9,959","101,342","1,352","6,089",62,"6,276",182,Upcoming,Play,0.33%
Cursed Child,7/17,"536,669",969,"2,950","-4,986","99,990","1,171","6,027",48,"6,094",229,Upcoming,Play,0.23%
Cursed Child,7/9,"535,700","1,131","7,936","2,347","98,819","1,370","5,979",52,"5,865",230,Upcoming,Play,0.26%
Cursed Child,7/2,"534,569","2,638","5,589","1,155","97,449","1,419","5,927",79,"5,635",283,Upcoming,Play,0.55%
Cursed Child,6/25,"531,931",0,"4,434",0,"96,030",0,"5,848",0,"5,352",0,Upcoming,Play,0%
Darren Brown: Secret,9/29,693,31,290,-212,199,77,762,18,"1,518",166,Current,Play,7.80%
Darren Brown: Secret,9/22,662,40,502,-36,122,32,744,39,"1,352",422,Upcoming,Play,22.20%
Darren Brown: Secret,9/15,622,64,538,-196,90,71,705,60,930,189,Upcoming,Play,16.10%
Darren Brown: Secret,9/8,558,99,734,472,19,18,645,89,741,291,Upcoming,Play,32.70%
Darren Brown: Secret,9/1,459,24,262,-85,1,0,556,7,450,36,Upcoming,Play,4.79%
Darren Brown: Secret,8/25,435,59,347,164,1,1,549,72,414,61,Upcoming,Play,15.92%
Darren Brown: Secret,8/18,376,68,183,-108,0,0,477,70,353,175,Upcoming,Play,35.05%
Darren Brown: Secret,8/11,308,67,291,217,0,0,407,41,178,83,Upcoming,Play,27.21%
Darren Brown: Secret,8/4,241,12,74,-22,0,0,366,6,95,4,Upcoming,Play,3.24%
Darren Brown: Secret,7/28,229,0,96,0,0,0,360,0,91,0,Upcoming,Play,0%
Dear Evan Hansen,9/29,"184,554",-47,"2,019","-3,110","59,115",394,"174,805",701,"491,482","2,047",Current,Musical,0.32%
Dear Evan Hansen,9/22,"184,601",71,"5,129",9,"58,721",434,"174,104",635,"489,435","1,238",Current,Musical,0.23%
Dear Evan Hansen,9/15,"184,530",396,"5,120","2,324","58,287",557,"173,469","1,106","488,197","1,982",Current,Musical,0.41%
Dear Evan Hansen,9/8,"184,134",44,"2,796",-11,"57,730",519,"172,363",393,"486,215",841,Current,Musical,0.15%
Dear Evan Hansen,9/1,"184,090",15,"2,807",-256,"57,211",465,"171,970",402,"485,374","1,085",Current,Musical,0.18%
Dear Evan Hansen,8/25,"184,075",51,"3,063",-567,"56,746",446,"171,568",400,"484,289","1,401",Current,Musical,0.22%
Dear Evan Hansen,8/18,"184,024",74,"3,630","-1,940","56,300",508,"171,168",476,"482,888","1,669",Current,Musical,0.27%
Dear Evan Hansen,8/11,"183,950",168,"5,570",-173,"55,792",397,"170,692",567,"481,219",941,Current,Musical,0.20%
Dear Evan Hansen,8/4,"183,782",604,"5,743","1,726","55,395",451,"170,125","1,763","480,278","1,489",Current,Musical,0.46%
Dear Evan Hansen,7/28,"183,178",59,"4,017","1,264","54,944",422,"168,362",344,"478,789","1,160",Current,Musical,0.19%
Dear Evan Hansen,7/22,"183,119",95,"2,753","-2,575","54,522",455,"168,018",433,"477,629","1,249",Current,Musical,0.21%
Dear Evan Hansen,7/14,"183,024",809,"5,328","1,208","54,067",446,"167,585","1,720","476,380","2,618",Current,Musical,0.63%
Dear Evan Hansen,7/7,"182,215",117,"4,120","-17,726","53,621",463,"165,865",394,"473,762","1,564",Current,Musical,0.25%
Dear Evan Hansen,6/30,"182,098",189,"21,846","18,174","53,158",450,"165,471",685,"472,198","1,635",Current,Musical,0.31%
Dear Evan Hansen,6/23,"181,909",101,"3,672","-1,529","52,708",398,"164,786",332,"470,563","1,304",Current,Musical,0.21%
Dear Evan Hansen,6/16,"181,808",494,"5,201",-966,"52,310",364,"164,454",544,"469,259","1,299",Current,Musical,0.29%
Dear Evan Hansen,6/9,"181,314",886,"6,167","-7,959","51,946",365,"163,910",965,"467,960","2,250",Current,Musical,0.51%
Dear Evan Hansen,6/2,"180,428",908,"14,126","5,857","51,581",355,"162,945",778,"465,710","2,304",Current,Musical,0.50%
Dear Evan Hansen,5/26,"179,520","1,885","8,269","1,109","51,226",345,"162,167","2,131","463,406","4,738",Current,Musical,1.10%
Dear Evan Hansen,5/19,"177,635","1,245","7,160","4,184","50,881",407,"160,036","1,600","458,668","1,585",Current,Musical,0.56%
Dear Evan Hansen,5/12,"176,390",490,"2,976","-1,235","50,474",424,"158,436",502,"457,083","1,395",Current,Musical,0.30%
Dear Evan Hansen,5/5,"175,900",515,"4,211","4,211","50,050",452,"157,934",450,"455,688","1,155",Current,Musical,0.27%
Dear Evan Hansen,4/28,"175,385",786,0,0,"49,598",455,"157,484",667,"454,533","1,741",Current,Musical,0.41%
Dear Evan Hansen,4/21,"174,599","1,013",0,0,"49,143",416,"156,817","1,131","452,792","1,972",Current,Musical,0.53%
Dear Evan Hansen,4/14,"173,586","1,188",0,"-4,061","48,727",387,"155,686","1,317","450,820","2,152",Current,Musical,0.60%
Dear Evan Hansen,4/7,"172,398",925,"4,061","-2,560","48,340",437,"154,369",869,"448,668","1,997",Current,Musical,0.49%
Dear Evan Hansen,3/31,"171,473",588,"6,621",487,"47,903",423,"153,500",504,"446,671","2,637",Current,Musical,0.49%
Dear Evan Hansen,3/24,"170,885",803,"6,134","2,326","47,480",468,"152,996",826,"444,034","2,317",Current,Musical,0.52%
Dear Evan Hansen,3/17,"170,082",576,"3,808","1,089","47,012",369,"152,170",662,"441,717","2,321",Current,Musical,0.47%
Dear Evan Hansen,3/10,"169,506",314,"2,719",-482,"46,643",403,"151,508",386,"439,396","1,948",Current,Musical,0.35%
Dear Evan Hansen,3/3,"169,192",295,"3,201","-3,077","46,240",469,"151,122",348,"437,448","2,233",Current,Musical,0.38%
Dear Evan Hansen,2/24,"168,897",432,"6,278","-8,702","45,771",538,"150,774",358,"435,215","1,977",Current,Musical,0.37%
Dear Evan Hansen,2/17,"168,465",669,"14,980","9,977","45,233",475,"150,416",475,"433,238","2,231",Current,Musical,0.45%
Dear Evan Hansen,2/10,"167,796",663,"5,003","-2,881","44,758",603,"149,941",586,"431,007","2,361",Current,Musical,0.48%
Dear Evan Hansen,2/3,"167,133",533,"7,884","2,960","44,155",498,"149,355",549,"428,646","3,115",Current,Musical,0.57%
Dear Evan Hansen,1/27,"166,600","1,290","4,924","-1,152","43,657",538,"148,806","1,030","425,531","2,559",Current,Musical,0.66%
Dear Evan Hansen,1/20,"165,310",645,"6,076","2,555","43,119",489,"147,776",738,"422,972","1,626",Current,Musical,0.41%
Dear Evan Hansen,1/13,"164,665",543,"3,521",-569,"42,630",559,"147,038",754,"421,346","1,237",Current,Musical,0.35%
Dear Evan Hansen,1/6,"164,122",351,"4,090","-1,409","42,071",330,"146,284",476,"420,109","1,116",Current,Musical,0.27%
Dear Evan Hansen,12/30,"163,771","3,456","5,499","-10,181","41,741","1,436","145,808","4,189","418,993","8,307",Current,Musical,2.24%
Dear Evan Hansen,12/10,"160,315","1,757","15,680","11,583","40,305",495,"141,619","1,898","410,686","5,832",Current,Musical,1.35%
Dear Evan Hansen,12/3,"158,558",728,"4,097","-4,103","39,810",513,"139,721",802,"404,854","3,070",Current,Musical,0.66%
Dear Evan Hansen,11/26,"157,830","1,044","8,200","-1,670","39,297",404,"138,919","1,084","401,784","4,484",Current,Musical,0.96%
Dear Evan Hansen,11/18,"156,786",776,"9,870","6,023","38,893",461,"137,835",941,"397,300","3,744",Current,Musical,0.80%
Dear Evan Hansen,11/12,"156,010",660,"3,847","-1,055","38,432",507,"136,894",871,"393,556","3,099",Current,Musical,0.68%
Dear Evan Hansen,11/4,"155,350",769,"4,902","-2,959","37,925",462,"136,023","1,050","390,457","3,300",Current,Musical,0.76%
Dear Evan Hansen,10/28,"154,581",899,"7,861","1,209","37,463",404,"134,973","1,124","387,157","2,886",Current,Musical,0.73%
Dear Evan Hansen,10/21,"153,682","1,899","6,652","-19,866","37,059",279,"133,849","2,367","384,271","4,338",Current,Musical,1.30%
Dear Evan Hansen,10/14,"151,783","1,433","26,518","12,848","36,780",391,"131,482",760,"379,933","3,839",Current,Musical,0.92%
Dear Evan Hansen,10/7,"150,350","1,275","13,670","7,538","36,389",303,"130,722","1,231","376,094","2,943",Current,Musical,0.84%
Dear Evan Hansen,9/30,"149,075","6,904","6,132","3,962","36,086","3,281","129,491","4,439","373,151","13,294",Current,Musical,3.93%
Dear Evan Hansen,7/30,"142,171",-2,"2,170",-457,"32,805",0,"125,052",9,"359,857","1,191",Current,Musical,0.19%
Dear Evan Hansen,7/23,"142,173",246,"2,627","-4,429","32,805",341,"125,043",539,"358,666","1,429",Current,Musical,0.35%
Dear Evan Hansen,7/16,"141,927",810,"7,056","4,037","32,464",418,"124,504",517,"357,237","1,676",Current,Musical,0.48%
Dear Evan Hansen,7/9,"141,117",212,"3,019",-984,"32,046",329,"123,987",390,"355,561","1,418",Current,Musical,0.33%
Dear Evan Hansen,7/2,"140,905",293,"4,003","-1,603","31,717",309,"123,597",446,"354,143","1,346",Current,Musical,0.34%
Dear Evan Hansen,6/25,"140,612",195,"5,606","5,606","31,408","31,408","123,151",254,"352,797",-71,Current,Musical,0.06%
Dear Evan Hansen,6/18,"140,417",575,0,"-11,938",0,"-30,763","122,897",714,"352,868","4,206",Current,Musical,0.90%
Dear Evan Hansen,6/11,"139,842",593,"11,938",608,"30,763",273,"122,183",966,"348,662","3,207",Current,Musical,0.79%
Dear Evan Hansen,6/4,"139,249",432,"11,330","6,417","30,490",303,"121,217",558,"345,455","2,203",Current,Musical,0.53%
Dear Evan Hansen,5/28,"138,817",521,"4,913","-13,046","30,187",250,"120,659",396,"343,252","2,965",Current,Musical,0.65%
Dear Evan Hansen,5/21,"138,296","1,315","17,959","10,442","29,937",253,"120,263",854,"340,287","4,702",Current,Musical,1.16%
Dear Evan Hansen,5/14,"136,981",491,"7,517","1,040","29,684",215,"119,409",671,"335,585","2,579",Current,Musical,0.64%
Dear Evan Hansen,5/7,"136,490",416,"6,477",939,"29,469",285,"118,738",674,"333,006","2,530",Current,Musical,0.62%
Dear Evan Hansen,4/30,"136,074",612,"5,538",381,"29,184",268,"118,064",891,"330,476","2,750",Current,Musical,0.73%
Dear Evan Hansen,4/23,"135,462",598,"5,157","2,245","28,916",287,"117,173",781,"327,726","-15,077",Current,Musical,-2.31%
Dear Evan Hansen,4/16,"134,864",371,"2,912",-469,"28,629",228,"116,392",969,"342,803","21,743",Current,Musical,4.04%
Dear Evan Hansen,4/9,"134,493",354,"3,381",-694,"28,401",247,"115,423",986,"321,060","2,911",Current,Musical,0.75%
Dear Evan Hansen,4/2,"134,139",708,"4,075","-7,134","28,154",221,"114,437","1,598","318,149","4,151",Current,Musical,1.15%
Dear Evan Hansen,3/26,"133,431",941,"11,209","5,179","27,933",265,"112,839","2,117","313,998","5,464",Current,Musical,1.54%
Dear Evan Hansen,3/19,"132,490",654,"6,030","2,388","27,668",274,"110,722","1,293","308,534","3,294",Current,Musical,0.96%
Dear Evan Hansen,3/12,"131,836",417,"3,642","-3,960","27,394",265,"109,429",703,"305,240","2,513",Current,Musical,0.67%
Dear Evan Hansen,3/5,"131,419",419,"7,602",911,"27,129",253,"108,726",708,"302,727","3,158",Current,Musical,0.80%
Dear Evan Hansen,2/26,"131,000",455,"6,691","-6,158","26,876",301,"108,018",712,"299,569","2,864",Current,Musical,0.75%
Dear Evan Hansen,2/19,"130,545",844,"12,849","5,983","26,575",285,"107,306",673,"296,705","4,091",Current,Musical,1.06%
Dear Evan Hansen,2/12,"129,701",439,"6,866","-2,293","26,290",291,"106,633",823,"292,614","3,563",Current,Musical,0.92%
Dear Evan Hansen,2/5,"129,262",622,"9,159","2,401","25,999",364,"105,810","1,235","289,051","4,507",Current,Musical,1.23%
Dear Evan Hansen,1/29,"128,640",708,"6,758","1,323","25,635",393,"104,575","1,645","284,544","4,093",Current,Musical,1.26%
Dear Evan Hansen,1/22,"127,932",859,"5,435","-1,226","25,242",342,"102,930",982,"280,451","3,449",Current,Musical,1.05%
Dear Evan Hansen,1/15,"127,073",812,"6,661","3,072","24,900",418,"101,948","1,165","277,002","4,157",Current,Musical,1.23%
Dear Evan Hansen,1/8,"126,261",503,"3,589","-3,811","24,482",369,"100,783",800,"272,845","4,126",Current,Musical,1.10%
Dear Evan Hansen,1/2,"125,758",692,"7,400",-220,"24,113",338,"99,983",848,"268,719","4,792",Current,Musical,1.30%
Dear Evan Hansen,12/26,"125,066",964,"7,620","-23,662","23,775",294,"99,135",838,"263,927","5,113",Current,Musical,1.44%
Dear Evan Hansen,12/18,"124,102","2,441","31,282","22,273","23,481",278,"98,297",788,"258,814","5,003",Current,Musical,1.74%
Dear Evan Hansen,12/11,"121,661",967,"9,009","-1,727","23,203",457,"97,509",838,"253,811","4,367",Current,Musical,1.32%
Dear Evan Hansen,12/4,"120,694","1,293","10,736","-31,463","22,746",357,"96,671","1,114","249,444","5,762",Current,Musical,1.78%
Dear Evan Hansen,11/27,"119,401","4,066","42,199","14,020","22,389",308,"95,557","2,085","243,682","8,118",Current,Musical,3.21%
Dear Evan Hansen,11/20,"115,335","1,803","28,179","18,269","22,081",481,"93,472","2,620","235,564","7,093",Current,Musical,2.66%
Dear Evan Hansen,11/13,"113,532","1,569","9,910","-10,181","21,600",342,"90,852",939,"228,471","4,724",Current,Musical,1.70%
Dear Evan Hansen,11/6,"111,963","1,519","20,091","9,789","21,258",361,"89,913","1,068","223,747","4,688",Current,Musical,1.74%
Dear Evan Hansen,10/30,"110,444",826,"10,302","2,628","20,897",375,"88,845",843,"219,059","4,447",Current,Musical,1.48%
Dear Evan Hansen,10/23,"109,618",655,"7,674","5,410","20,522",325,"88,002",807,"214,612","5,127",Current,Musical,1.62%
Dear Evan Hansen,10/16,"108,963",389,"2,264",-737,"20,197",308,"87,195",820,"209,485","5,404",Current,Musical,1.66%
