Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change
The Phantom of the Opera,6/16,"1,401,881",-244,"2,757","-4,285","89,753",-14,"54,428",48,"119,053",132,Current,Musical,0%
The Phantom of the Opera,6/9,"1,402,125",-298,"7,042","4,763","89,767",-11,"54,380",109,"118,921",193,Current,Musical,0%
The Phantom of the Opera,6/2,"1,402,423",-185,"2,279",-366,"89,778",-19,"54,271",57,"118,728",226,Current,Musical,0.01%
The Phantom of the Opera,5/26,"1,402,608",-296,"2,645",390,"89,797",-53,"54,214",100,"118,502",272,Current,Musical,0%
The Phantom of the Opera,5/19,"1,402,904",-277,"2,255","-6,023","89,850",-5,"54,114",137,"118,230",490,Current,Musical,0.02%
The Phantom of the Opera,5/12,"1,403,181",-330,"8,278",158,"89,855",-18,"53,977",33,"117,740",317,Current,Musical,0%
The Phantom of the Opera,5/5,"1,403,511",-261,"8,120","8,120","89,873",-17,"53,944",30,"117,423",183,Current,Musical,0%
The Phantom of the Opera,4/28,"1,403,772",-218,0,0,"89,890",-10,"53,914",56,"117,240",625,Current,Musical,0.03%
The Phantom of the Opera,4/21,"1,403,990",-218,0,0,"89,900",-9,"53,858",62,"116,615",392,Current,Musical,0.01%
The Phantom of the Opera,4/14,"1,404,208",-265,0,"-7,615","89,909",-23,"53,796",33,"116,223",350,Current,Musical,0.01%
The Phantom of the Opera,4/7,"1,404,473",-197,"7,615",2,"89,932",-11,"53,763",57,"115,873",346,Current,Musical,0.01%
The Phantom of the Opera,3/31,"1,404,670",-93,"7,613",122,"89,943",-12,"53,706",76,"115,527",573,Current,Musical,0.04%
The Phantom of the Opera,3/24,"1,404,763",-14,"7,491",787,"89,955",-20,"53,630",80,"114,954",545,Current,Musical,0.04%
The Phantom of the Opera,3/17,"1,404,777",-55,"6,704",657,"89,975",-16,"53,550",17,"114,409",315,Current,Musical,0.02%
The Phantom of the Opera,3/10,"1,404,832",-85,"6,047","-1,190","89,991",-19,"53,533",72,"114,094",375,Current,Musical,0.02%
The Phantom of the Opera,3/3,"1,404,917",-25,"7,237","3,018","90,010",-23,"53,461",51,"113,719",211,Current,Musical,0.02%
The Phantom of the Opera,2/24,"1,404,942",-169,"4,219","-2,137","90,033",-14,"53,410",57,"113,508",339,Current,Musical,0.01%
The Phantom of the Opera,2/17,"1,405,111",-297,"6,356","-3,228","90,047",-15,"53,353",33,"113,169",26,Current,Musical,-0.02%
The Phantom of the Opera,2/10,"1,405,408",-222,"9,584",861,"90,062",-30,"53,320",40,"113,143",239,Current,Musical,0%
The Phantom of the Opera,2/3,"1,405,630",-296,"8,723","-10,356","90,092",-32,"53,280",36,"112,904",535,Current,Musical,0.02%
The Phantom of the Opera,1/27,"1,405,926",-149,"19,079","12,240","90,124",-16,"53,244",134,"112,369",617,Current,Musical,0.04%
The Phantom of the Opera,1/20,"1,406,075",-236,"6,839","1,959","90,140",-22,"53,110",45,"111,752",344,Current,Musical,0.01%
The Phantom of the Opera,1/13,"1,406,311",-300,"4,880","2,191","90,162",-34,"53,065",50,"111,408",271,Current,Musical,0%
The Phantom of the Opera,1/6,"1,406,611",-134,"2,689","-1,736","90,196",-16,"53,015",12,"111,137",156,Current,Musical,0%
The Phantom of the Opera,12/30,"1,406,745",-917,"4,425","-2,881","90,212",-100,"53,003",92,"110,981","1,309",Current,Musical,0.03%
The Phantom of the Opera,12/10,"1,407,662",-256,"7,306","4,471","90,312",-17,"52,911",55,"109,672",434,Current,Musical,0.01%
The Phantom of the Opera,12/3,"1,407,918",-434,"2,835","-2,746","90,329",-10,"52,856",36,"109,238",853,Current,Musical,0.03%
The Phantom of the Opera,11/26,"1,408,352",-182,"5,581",-389,"90,339",-37,"52,820",47,"108,385",898,Current,Musical,0.05%
The Phantom of the Opera,11/18,"1,408,534",-312,"5,970","1,185","90,376",-22,"52,773",48,"107,487",756,Current,Musical,0.03%
The Phantom of the Opera,11/12,"1,408,846",-388,"4,785",-669,"90,398",-31,"52,725",-207,"106,731",381,Current,Musical,-0.01%
The Phantom of the Opera,11/4,"1,409,234",-89,"5,454","1,319","90,429",-9,"52,932",77,"106,350",260,Current,Musical,0.02%
The Phantom of the Opera,10/28,"1,409,323",-36,"4,135","1,788","90,438",-2,"52,855",12,"106,090",68,Current,Musical,0%
The Phantom of the Opera,10/21,"1,409,359",-229,"2,347","-2,812","90,440",-24,"52,843",61,"106,022",-71,Current,Musical,-0.02%
The Phantom of the Opera,10/14,"1,409,588",-113,"5,159","1,002","90,464",-20,"52,782",180,"106,093",170,Current,Musical,0.02%
The Phantom of the Opera,10/7,"1,409,701",-311,"4,157","-2,185","90,484",-18,"52,602",109,"105,923",238,Current,Musical,0%
The Phantom of the Opera,9/30,"1,410,012","-1,832","6,342",925,"90,502",-242,"52,493",318,"105,685","2,643",Current,Musical,0.07%
The Phantom of the Opera,7/30,"1,411,844",-2,"5,417",120,"90,744",0,"52,175",1,"103,042",320,Current,Musical,0.02%
The Phantom of the Opera,7/23,"1,411,846",-283,"5,297",-66,"90,744",-36,"52,174",7,"102,722",297,Current,Musical,0%
The Phantom of the Opera,7/16,"1,412,129",-307,"5,363","-2,564","90,780",-49,"52,167",-596,"102,425",265,Current,Musical,-0.04%
The Phantom of the Opera,7/9,"1,412,436",-413,"7,927","3,233","90,829",-28,"52,763",399,"102,160",194,Current,Musical,0.01%
The Phantom of the Opera,7/2,"1,412,849",-320,"4,694","-5,550","90,857",-29,"52,364",24,"101,966",383,Current,Musical,0.01%
The Phantom of the Opera,6/25,"1,413,169",-70,"10,244","10,244","90,886","90,886","52,340",35,"101,583",357,Current,Musical,0.02%
The Phantom of the Opera,6/18,"1,413,239",-114,0,"-11,042",0,"-90,954","52,305",54,"101,226",940,Current,Musical,0.06%
The Phantom of the Opera,6/11,"1,413,353",24,"11,042",954,"90,954",-23,"52,251",78,"100,286",538,Current,Musical,0.04%
The Phantom of the Opera,6/4,"1,413,329",37,"10,088","-19,091","90,977",-20,"52,173",28,"99,748",423,Current,Musical,0.03%
The Phantom of the Opera,5/28,"1,413,292",75,"29,179","23,306","90,997",-18,"52,145",40,"99,325",672,Current,Musical,0.05%
The Phantom of the Opera,5/21,"1,413,217",-169,"5,873",357,"91,015",-34,"52,105",27,"98,653",395,Current,Musical,0.02%
The Phantom of the Opera,5/14,"1,413,386",-388,"5,516","-52,920","91,049",-23,"52,078",65,"98,258",354,Current,Musical,0%
The Phantom of the Opera,5/7,"1,413,774","2,642","58,436","40,032","91,072",-18,"52,013",18,"97,904",565,Current,Musical,0.21%
The Phantom of the Opera,4/30,"1,411,132",534,"18,404","12,643","91,090",-18,"51,995",49,"97,339",384,Current,Musical,0.06%
The Phantom of the Opera,4/23,"1,410,598",-611,"5,761","-3,297","91,108",-30,"51,946",63,"96,955",443,Current,Musical,-0.01%
The Phantom of the Opera,4/16,"1,411,209",-385,"9,058","1,718","91,138",-32,"51,883",98,"96,512",332,Current,Musical,0%
The Phantom of the Opera,4/9,"1,411,594",-100,"7,340","-5,030","91,170",-51,"51,785",110,"96,180",309,Current,Musical,0.02%
The Phantom of the Opera,4/2,"1,411,694",255,"12,370","-6,829","91,221",-14,"51,675",300,"95,871",527,Current,Musical,0.07%
The Phantom of the Opera,3/26,"1,411,439",431,"19,199","-77,067","91,235",-19,"51,375",138,"95,344",839,Current,Musical,0.09%
The Phantom of the Opera,3/19,"1,411,008","5,947","96,266","-89,515","91,254",-8,"51,237",137,"94,505",538,Current,Musical,0.43%
The Phantom of the Opera,3/12,"1,405,061","16,291","185,781","167,889","91,262",-22,"51,100",134,"93,967",695,Current,Musical,1.12%
The Phantom of the Opera,3/5,"1,388,770",223,"17,892","10,245","91,284",-6,"50,966",122,"93,272",448,Current,Musical,0.05%
The Phantom of the Opera,2/26,"1,388,547",60,"7,647","-4,504","91,290",-10,"50,844",98,"92,824",486,Current,Musical,0.04%
The Phantom of the Opera,2/19,"1,388,487",-16,"12,151","-16,286","91,300",-13,"50,746",77,"92,338",418,Current,Musical,0.03%
The Phantom of the Opera,2/12,"1,388,503","1,204","28,437","-18,247","91,313",-14,"50,669",66,"91,920",406,Current,Musical,0.11%
The Phantom of the Opera,2/5,"1,387,299","2,617","46,684","-285,096","91,327",-12,"50,603",103,"91,514",642,Current,Musical,0.22%
The Phantom of the Opera,1/29,"1,384,682","15,851","331,780","315,827","91,339",-16,"50,500","1,467","90,872","3,354",Current,Musical,1.37%
The Phantom of the Opera,1/22,"1,368,831",-93,"15,953","11,308","91,355",-18,"49,033",194,"87,518",593,Current,Musical,0.05%
The Phantom of the Opera,1/15,"1,368,924",151,"4,645","-1,075","91,373",-16,"48,839",104,"86,925",416,Current,Musical,0.04%
The Phantom of the Opera,1/8,"1,368,773",53,"5,720","-1,680","91,389",-12,"48,735",93,"86,509",265,Current,Musical,0.03%
The Phantom of the Opera,1/2,"1,368,720",118,"7,400",568,"91,401",-11,"48,642",106,"86,244",698,Current,Musical,0.06%
The Phantom of the Opera,12/26,"1,368,602",82,"6,832","3,844","91,412",-10,"48,536",100,"85,546",406,Current,Musical,0.04%
The Phantom of the Opera,12/18,"1,368,520",-9,"2,988","-8,744","91,422",-3,"48,436",94,"85,140",421,Current,Musical,0.03%
The Phantom of the Opera,12/11,"1,368,529",571,"11,732","5,836","91,425",-13,"48,342",94,"84,719",695,Current,Musical,0.09%
The Phantom of the Opera,12/4,"1,367,958",0,"5,896",0,"91,438",0,"48,248",0,"84,024",0,Current,Musical,0%
The Phantom of the Opera,11/27,"1,367,878",8,"4,251","-2,867","91,448",-21,"48,158",72,"83,683",319,Current,Musical,0.03%
The Phantom of the Opera,11/27,"1,367,888",18,"4,251","-2,867","91,448",-21,"97,917","49,831","43,172","-40,192",Current,Musical,0.64%
The Phantom of the Opera,11/20,"1,367,870",-113,"7,118","1,633","91,469",-19,"48,086",120,"83,364",354,Current,Musical,0.02%
The Phantom of the Opera,11/13,"1,367,983",-94,"5,485","-2,043","91,488",-13,"47,966",125,"83,010",359,Current,Musical,0.03%
The Phantom of the Opera,11/6,"1,368,077",-239,"7,528","-1,874","91,501",-11,"47,841",105,"82,651",334,Current,Musical,0.01%
The Phantom of the Opera,10/30,"1,368,316",-204,"9,402","-9,021","91,512",-13,"47,736",117,"82,317",271,Current,Musical,0.01%
The Phantom of the Opera,10/23,"1,368,520",58,"18,423","4,158","91,525",-22,"47,619",88,"82,046",300,Current,Musical,0.03%
The Phantom of the Opera,10/16,"1,368,462",43,"14,265","10,297","91,547",-7,"47,531",86,"81,746",231,Current,Musical,0.02%
The Phantom of the Opera,10/9,"1,368,419",194,"3,968","-7,973","91,554",-10,"47,445",81,"81,515",292,Current,Musical,0.04%
The Phantom of the Opera,10/2,"1,368,225",47,"11,941","-3,474","91,564",-12,"47,364",125,"81,223",222,Current,Musical,0.03%
The Phantom of the Opera,9/25,"1,368,178",-167,"15,415","10,127","91,576",-21,"47,239",92,"81,001",232,Current,Musical,0.01%
The Phantom of the Opera,9/18,"1,368,345",-67,"5,288","1,213","91,597",-8,"47,147",118,"80,769",480,Current,Musical,0.04%
The Phantom of the Opera,9/11,"1,368,412",-160,"4,075",267,"91,605",-8,"47,029",98,"80,289",299,Current,Musical,0.02%
The Phantom of the Opera,9/4,"1,368,572",66,"3,808",438,"91,613",-5,"46,931",92,"79,990",394,Current,Musical,0.04%
The Phantom of the Opera,8/28,"1,368,506",-12,"3,370","-11,797","91,618",-5,"46,839",97,"79,596",268,Current,Musical,0.02%
The Phantom of the Opera,8/21,"1,368,518",-87,"15,167","9,740","91,623",-11,"46,742",122,"79,328",606,Current,Musical,0.04%
The Phantom of the Opera,8/14,"1,368,605",-113,"5,427","-1,351","91,634",-9,"46,620",96,"78,722",359,Current,Musical,0.02%
The Phantom of the Opera,8/7,"1,368,718",-209,"6,778","-8,286","91,643",-17,"46,524",143,"78,363",344,Current,Musical,0.02%
The Phantom of the Opera,7/31,"1,368,927",-7,"15,064","8,124","91,660",-11,"46,381",103,"78,019",404,Current,Musical,0.03%
The Phantom of the Opera,7/24,"1,368,934",-115,"6,940","-4,725","91,671",-7,"46,278",116,"77,615",305,Current,Musical,0.02%
The Phantom of the Opera,7/17,"1,369,049",-103,"11,665","4,793","91,678",-9,"46,162",132,"77,310",242,Current,Musical,0.02%
The Phantom of the Opera,7/9,"1,369,152",-125,"6,872","-1,271","91,687",-6,"46,030",124,"77,068",199,Current,Musical,0.01%
The Phantom of the Opera,7/2,"1,369,277",106,"8,143","-2,076","91,693",-9,"45,906",164,"76,869",231,Current,Musical,0.03%
The Phantom of the Opera,6/25,"1,369,171",-87,"10,219","2,930","91,702",-4,"45,742",119,"76,638",198,Current,Musical,0.02%
The Sound Inside,9/29,"1,277",7,"1,194",914,128,65,97,11,325,29,Upcoming,Play,2.85%
The Sound Inside,9/22,"1,270",17,280,-1,63,36,86,13,296,27,Upcoming,Play,3.57%
The Sound Inside,9/15,"1,253","-1,337",281,-488,27,-882,73,24,269,37,Upcoming,Play,-44.44%
The Sound Inside,9/8,"2,590",36,769,65,909,2,49,5,232,15,Upcoming,Play,1.99%
The Sound Inside,9/1,"2,554",164,704,"-1,483",907,501,44,5,217,19,Upcoming,Play,7.16%
The Sound Inside,8/25,"2,390",247,"2,187","-1,503",406,251,39,5,198,5,Upcoming,Play,10.84%
The Sound Inside,8/18,"2,143",423,"3,690",773,155,149,34,1,193,15,Upcoming,Play,22.73%
The Sound Inside,8/11,"1,720",382,"2,917","1,235",6,3,33,1,178,14,Upcoming,Play,25.88%
The Sound Inside,8/4,"1,338",295,"1,682","1,310",3,3,32,1,164,15,Upcoming,Play,25.43%
The Sound Inside,7/28,"1,043",0,372,0,0,0,31,0,149,0,Upcoming,Play,0%
Tina: The Tina Turner Musical,9/29,"60,134",166,"1,985","-1,255",0,0,437,9,"2,630",169,Upcoming,Musical,0.55%
Tina: The Tina Turner Musical,9/22,"59,968",204,"3,240",393,0,0,428,18,"2,461",163,Upcoming,Musical,0.62%
Tina: The Tina Turner Musical,9/15,"59,764","58,129","2,847","2,845",0,"-2,156",410,50,"2,298",293,Upcoming,Musical,1461.80%
Tina: The Tina Turner Musical,9/8,"1,635",1,2,0,"2,156",0,360,10,"2,005",114,Upcoming,Musical,3.23%
Tina: The Tina Turner Musical,9/1,"1,634",-3,2,-4,"2,156",0,350,17,"1,891",202,Upcoming,Musical,5.90%
Tina: The Tina Turner Musical,8/25,"1,637",1,6,1,"2,156",4,333,6,"1,689",49,Upcoming,Musical,1.55%
Tina: The Tina Turner Musical,8/18,"1,636",3,5,-2,"2,152",1,327,11,"1,640",70,Upcoming,Musical,2.39%
Tina: The Tina Turner Musical,8/11,"1,633",3,7,2,"2,151",2,316,14,"1,570",55,Upcoming,Musical,2.09%
Tina: The Tina Turner Musical,8/4,"1,630",1,5,-5,"2,149",2,302,20,"1,515",81,Upcoming,Musical,3.05%
Tina: The Tina Turner Musical,7/28,"1,629",5,10,-19,"2,147",3,282,28,"1,434",301,Upcoming,Musical,11.09%
Tina: The Tina Turner Musical,7/22,"1,624",2,29,"-1,263","2,144",6,254,9,"1,133",96,Upcoming,Musical,3.68%
Tina: The Tina Turner Musical,7/14,"1,622",45,"1,292",467,"2,138",263,245,0,"1,037",29,Upcoming,Musical,2.61%
Tina: The Tina Turner Musical,7/7,"1,577",37,825,-415,"1,875",256,245,2,"1,008",47,Upcoming,Musical,3.13%
Tina: The Tina Turner Musical,6/30,"1,540",38,"1,240",211,"1,619",162,243,6,961,44,Upcoming,Musical,3.31%
Tina: The Tina Turner Musical,6/23,"1,502",42,"1,029",79,"1,457",159,237,7,917,28,Upcoming,Musical,2.99%
Tina: The Tina Turner Musical,6/16,"1,460",28,950,-403,"1,298",159,230,13,889,106,Upcoming,Musical,6.04%
Tina: The Tina Turner Musical,6/9,"1,432",49,"1,353",587,"1,139",200,217,7,783,75,Upcoming,Musical,5.69%
Tina: The Tina Turner Musical,6/2,"1,383",26,766,56,939,152,210,1,708,15,Upcoming,Musical,1.86%
Tina: The Tina Turner Musical,5/26,"1,357",38,710,72,787,153,209,2,693,23,Upcoming,Musical,2.87%
Tina: The Tina Turner Musical,5/19,"1,319",31,638,-151,634,74,207,4,670,22,Upcoming,Musical,2.66%
Tina: The Tina Turner Musical,5/12,"1,288",27,789,"-1,029",560,110,203,6,648,29,Upcoming,Musical,2.99%
Tina: The Tina Turner Musical,5/5,"1,261",81,"1,818","1,818",450,94,197,7,619,16,Upcoming,Musical,5.27%
Tina: The Tina Turner Musical,4/28,"1,180",301,0,0,356,356,190,13,603,17,Upcoming,Musical,20.16%
Tina: The Tina Turner Musical,4/21,879,32,0,0,0,0,177,4,586,25,Upcoming,Musical,3.86%
Tina: The Tina Turner Musical,4/14,847,54,0,"-5,513",0,0,173,26,561,112,Upcoming,Musical,13.82%
Tina: The Tina Turner Musical,4/7,793,64,"5,513",-735,0,0,147,5,449,23,Upcoming,Musical,7.09%
Tina: The Tina Turner Musical,3/31,729,76,"6,248","2,060",0,0,142,4,426,24,Upcoming,Musical,8.72%
Tina: The Tina Turner Musical,3/24,653,28,"4,188","3,847",0,0,138,14,402,39,Upcoming,Musical,7.28%
Tina: The Tina Turner Musical,3/17,625,0,341,0,0,0,124,0,363,0,Upcoming,Musical,0%
To Kill A Mockingbird,9/29,"7,944",46,"2,954","1,779",0,0,"4,426",84,"14,253",31,Current,Play,0.61%
To Kill A Mockingbird,9/22,"7,898",27,"1,175","-1,388",0,0,"4,342",17,"14,222",9,Current,Play,0.20%
To Kill A Mockingbird,9/15,"7,871",52,"2,563","1,360",0,0,"4,325",15,"14,213",29,Current,Play,0.36%
To Kill A Mockingbird,9/8,"7,819",39,"1,203","-1,838",0,0,"4,310","-46,736","14,184",64,Current,Play,-63.93%
To Kill A Mockingbird,9/1,"7,780",43,"3,041","1,459",0,0,"51,046","46,760","14,120",71,Current,Play,179.79%
To Kill A Mockingbird,8/25,"7,737",34,"1,582","-1,125",0,0,"4,286",20,"14,049",65,Current,Play,0.46%
To Kill A Mockingbird,8/18,"7,703",34,"2,707",701,0,0,"4,266",11,"13,984",97,Current,Play,0.55%
To Kill A Mockingbird,8/11,"7,669",37,"2,006","-1,339",0,0,"4,255",41,"13,887",100,Current,Play,0.69%
To Kill A Mockingbird,8/4,"7,632",56,"3,345","-1,178",0,0,"4,214",25,"13,787",84,Current,Play,0.65%
To Kill A Mockingbird,7/28,"7,576",74,"4,523",669,0,0,"4,189",43,"13,703",120,Current,Play,0.94%
To Kill A Mockingbird,7/22,"7,502",88,"3,854","1,187",0,0,"4,146",43,"13,583",47,Current,Play,0.71%
To Kill A Mockingbird,7/14,"7,414",52,"2,667","-1,408",0,0,"4,103",23,"13,536",28,Current,Play,0.41%
To Kill A Mockingbird,7/7,"7,362",67,"4,075","-3,038",0,0,"4,080",10,"13,508",27,Current,Play,0.42%
To Kill A Mockingbird,6/30,"7,295",68,"7,113","-4,008",0,0,"4,070",23,"13,481",158,Current,Play,1.01%
To Kill A Mockingbird,6/23,"7,227",95,"11,121","-3,005",0,0,"4,047",20,"13,323",78,Current,Play,0.79%
To Kill A Mockingbird,6/16,"7,132",145,"14,126","-12,204",0,0,"4,027",44,"13,245",212,Current,Play,1.67%
To Kill A Mockingbird,6/9,"6,987",259,"26,330","21,395",0,0,"3,983",94,"13,033",533,Current,Play,3.83%
To Kill A Mockingbird,6/2,"6,728",88,"4,935","-1,341",0,0,"3,889",49,"12,500",109,Current,Play,1.08%
To Kill A Mockingbird,5/26,"6,640",105,"6,276",-82,0,0,"3,840",140,"12,391",304,Current,Play,2.46%
To Kill A Mockingbird,5/19,"6,535",102,"6,358",488,0,0,"3,700",42,"12,087",124,Current,Play,1.22%
To Kill A Mockingbird,5/12,"6,433",71,"5,870","-2,835",0,0,"3,658",21,"11,963",297,Current,Play,1.80%
To Kill A Mockingbird,5/5,"6,362",126,"8,705","8,705",0,0,"3,637",43,"11,666",561,Current,Play,3.49%
To Kill A Mockingbird,4/28,"6,236",66,0,0,0,0,"3,594",47,"11,105",206,Current,Play,1.55%
To Kill A Mockingbird,4/21,"6,170",111,0,0,0,0,"3,547",49,"10,899",444,Current,Play,3.02%
To Kill A Mockingbird,4/14,"6,059",119,0,"-9,488",0,0,"3,498",18,"10,455",130,Current,Play,1.35%
To Kill A Mockingbird,4/7,"5,940",116,"9,488","-12,450",0,0,"3,480",19,"10,325",139,Current,Play,1.41%
To Kill A Mockingbird,3/31,"5,824",171,"21,938","13,236",0,0,"3,461",46,"10,186",232,Current,Play,2.36%
To Kill A Mockingbird,3/24,"5,653",114,"8,702","-1,110",0,0,"3,415",23,"9,954",136,Current,Play,1.46%
To Kill A Mockingbird,3/17,"5,539",128,"9,812","-8,378",0,0,"3,392",19,"9,818",211,Current,Play,1.95%
To Kill A Mockingbird,3/10,"5,411",150,"18,190","10,042",0,0,"3,373",19,"9,607",98,Current,Play,1.47%
To Kill A Mockingbird,3/3,"5,261",111,"8,148","-1,531",0,0,"3,354",37,"9,509",68,Current,Play,1.21%
To Kill A Mockingbird,2/24,"5,150",126,"9,679","1,186",0,0,"3,317",135,"9,441",107,Current,Play,2.10%
To Kill A Mockingbird,2/17,"5,024",139,"8,493","-19,973",0,0,"3,182",131,"9,334",142,Current,Play,2.41%
To Kill A Mockingbird,2/10,"4,885",172,"28,466","24,391",0,0,"3,051",274,"9,192",486,Current,Play,5.75%
To Kill A Mockingbird,2/3,"4,713",83,"4,075","-3,997",0,0,"2,777",117,"8,706",220,Current,Play,2.66%
To Kill A Mockingbird,1/27,"4,630",113,"8,072",9,0,0,"2,660",281,"8,486",397,Current,Play,5.28%
To Kill A Mockingbird,1/20,"4,517",118,"8,063",-302,0,0,"2,379",408,"8,089",595,Current,Play,8.09%
To Kill A Mockingbird,1/13,"4,399",168,"8,365","-15,219",0,0,"1,971",123,"7,494",562,Current,Play,6.56%
To Kill A Mockingbird,1/6,"4,231",215,"23,584","1,562",0,0,"1,848",182,"6,932",701,Current,Play,9.22%
To Kill A Mockingbird,12/30,"4,016","1,430","22,022","18,019",0,0,"1,666",342,"6,231","4,533",Current,Play,112.43%
To Kill A Mockingbird,12/10,"2,586",163,"4,003",-966,0,0,"1,324",107,"1,698",295,Current,Play,11.20%
To Kill A Mockingbird,12/3,"2,423",196,"4,969","1,714",0,0,"1,217",132,"1,403",242,Current,Play,12.74%
To Kill A Mockingbird,11/26,"2,227",249,"3,255",621,0,0,"1,085",108,"1,161",209,Current,Play,14.49%
To Kill A Mockingbird,11/18,"1,978",74,"2,634","1,967",0,0,977,57,952,224,Current,Play,9.99%
To Kill A Mockingbird,11/12,"1,904",54,667,-474,0,0,920,17,728,67,Current,Play,4.04%
To Kill A Mockingbird,11/4,"1,850",82,"1,141","-1,953",0,0,903,91,661,94,Current,Play,8.48%
To Kill A Mockingbird,10/28,"1,768",59,"3,094",438,0,0,812,36,567,48,Upcoming,Play,4.76%
To Kill A Mockingbird,10/21,"1,709",83,"2,656","-1,397",0,0,776,36,519,71,Upcoming,Play,6.75%
To Kill A Mockingbird,10/14,"1,626",117,"4,053","-7,665",0,0,740,20,448,24,Upcoming,Play,6.07%
To Kill A Mockingbird,10/7,"1,509",279,"11,718","10,625",0,0,720,46,424,35,Upcoming,Play,15.70%
To Kill A Mockingbird,9/30,"1,230",0,"1,093",0,0,0,674,0,389,0,Upcoming,Play,0%
Tootsie The Musical,9/29,"3,699",24,"1,000",61,"13,348",386,"2,778",25,"13,574",64,Current,Musical,0.57%
Tootsie The Musical,9/22,"3,675",25,939,-94,"12,962",489,"2,753",27,"13,510",71,Current,Musical,0.62%
Tootsie The Musical,9/15,"3,650",39,"1,033",224,"12,473",654,"2,726",24,"13,439",130,Current,Musical,0.98%
Tootsie The Musical,9/8,"3,611",33,809,-189,"11,819",438,"2,702","1,700","13,309","1,117",Current,Musical,16.99%
Tootsie The Musical,9/1,"3,578",25,998,102,"11,381",590,"1,002","-1,657","12,192",-897,Current,Musical,-13.10%
Tootsie The Musical,8/25,"3,553",19,896,-472,"10,791",455,"2,659",19,"13,089",98,Current,Musical,0.71%
Tootsie The Musical,8/18,"3,534",37,"1,368",99,"10,336",518,"2,640",29,"12,991",177,Current,Musical,1.28%
Tootsie The Musical,8/11,"3,497",34,"1,269",96,"9,818",441,"2,611",9,"12,814",97,Current,Musical,0.75%
Tootsie The Musical,8/4,"3,463",35,"1,173",-511,"9,377",465,"2,602",20,"12,717",158,Current,Musical,1.15%
Tootsie The Musical,7/28,"3,428",72,"1,684",490,"8,912",578,"2,582",18,"12,559",397,Current,Musical,2.69%
Tootsie The Musical,7/22,"3,356",40,"1,194",290,"8,334",542,"2,564",24,"12,162",154,Current,Musical,1.22%
Tootsie The Musical,7/14,"3,316",44,904,-676,"7,792",429,"2,540",27,"12,008",168,Current,Musical,1.36%
Tootsie The Musical,7/7,"3,272",34,"1,580",473,"7,363",578,"2,513",25,"11,840",193,Current,Musical,1.45%
Tootsie The Musical,6/30,"3,238",40,"1,107",-102,"6,785",648,"2,488",37,"11,647",246,Current,Musical,1.89%
Tootsie The Musical,6/23,"3,198",53,"1,209","-1,354","6,137",524,"2,451",53,"11,401",279,Current,Musical,2.31%
Tootsie The Musical,6/16,"3,145",149,"2,563","-1,049","5,613",522,"2,398",132,"11,122",696,Current,Musical,6.23%
Tootsie The Musical,6/9,"2,996",156,"3,612","1,595","5,091",655,"2,266",230,"10,426",734,Current,Musical,7.69%
Tootsie The Musical,6/2,"2,840",77,"2,017",-46,"4,436",482,"2,036",60,"9,692",360,Current,Musical,3.53%
Tootsie The Musical,5/26,"2,763",91,"2,063","-1,282","3,954",563,"1,976",50,"9,332",277,Current,Musical,3.06%
Tootsie The Musical,5/19,"2,672",101,"3,345",950,"3,391",483,"1,926",82,"9,055",367,Current,Musical,4.20%
Tootsie The Musical,5/12,"2,571",82,"2,395","-4,268","2,908",477,"1,844",75,"8,688",392,Current,Musical,4.37%
Tootsie The Musical,5/5,"2,489",236,"6,663","6,663","2,431",497,"1,769",168,"8,296",994,Current,Musical,12.53%
Tootsie The Musical,4/28,"2,253",542,0,0,"1,934",432,"1,601",222,"7,302","1,868",Current,Musical,30.88%
Tootsie The Musical,4/21,"1,711",97,0,0,"1,502",522,"1,379",88,"5,434",322,Current,Musical,6.32%
Tootsie The Musical,4/14,"1,614",64,0,"-1,673",980,371,"1,291",59,"5,112",287,Current,Musical,5.39%
Tootsie The Musical,4/7,"1,550",82,"1,673",-911,609,430,"1,232",83,"4,825",390,Current,Musical,7.87%
Tootsie The Musical,3/31,"1,468",141,"2,584","1,467",179,171,"1,149",94,"4,435",488,Upcoming,Musical,11.42%
Tootsie The Musical,3/24,"1,327",63,"1,117",370,8,5,"1,055",42,"3,947",150,Upcoming,Musical,4.20%
Tootsie The Musical,3/17,"1,264",46,747,66,3,1,"1,013",29,"3,797",114,Upcoming,Musical,3.21%
Tootsie The Musical,3/10,"1,218",54,681,161,2,0,984,12,"3,683",77,Upcoming,Musical,2.49%
Tootsie The Musical,3/3,"1,164",31,520,-789,2,0,972,20,"3,606",59,Upcoming,Musical,1.95%
Tootsie The Musical,2/24,"1,133",57,"1,309",304,2,1,952,28,"3,547",166,Upcoming,Musical,4.66%
Tootsie The Musical,2/17,"1,076",74,"1,005",-215,1,0,924,19,"3,381",38,Upcoming,Musical,2.50%
Tootsie The Musical,2/10,"1,002",111,"1,220",273,1,1,905,37,"3,343",76,Upcoming,Musical,4.46%
Tootsie The Musical,2/3,891,118,947,613,0,0,868,15,"3,267",58,Upcoming,Musical,3.95%
